item_id,org_id,organization,date,platform,org_role_primary,org_role_secondary,role_hybrid_flag,threat_appraisal,harm_loss_appraisal,injustice_appraisal,uncertainty_appraisal,responsibility_blame_appraisal,intentionality_appraisal,norm_violation_appraisal,vulnerability_appraisal,controllability_appraisal,coping_efficacy_appraisal,collective_efficacy_appraisal,care_need_appraisal,opportunity_hope_appraisal,fear_intensity,anxiety_uncertainty_intensity,anger_intensity,moral_outrage_intensity,grief_sadness_intensity,solidarity_intensity,care_compassion_intensity,empathy_intensity,hope_intensity,gratitude_intensity,pride_intensity,reassurance_intensity,defiance_intensity,urgency_emotion_intensity,other_emotion_intensity,emotion_explicitness,emotion_source_org,emotion_source_affected_public,emotion_source_supporters_public,emotion_source_quoted_actor,function_inform,function_warn,function_reassure,function_regulate_fear,function_mobilize,function_advocate,function_provide_service,function_fundraise,function_build_solidarity,function_generate_empathy,function_moral_evaluation,function_increase_efficacy,function_mourn_commemorate,function_document_testify,function_celebrate,function_encourage_defiance,function_other,action_orientation_present,action_type,action_specificity,action_immediacy,audience_primary,direct_address,urgency_level,legal_information_present,service_information_present,resource_link_present,appraisal_notes,emotion_notes,coder_id,coding_date,coder_confidence,source_item_id,source_organization,series_id,series_label,series_type,series_analysis_note,is_recurring_series
TC064-WEB-002,TC064,The Advocates for Human Rights,2025-11-28,website,advocacy,legal,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,1,0,mixed,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,contact_official;share_information,specific,moderate,policymakers,1,1,1,0,1,Policy removal is framed as harmful and rights-relevant.,Moral opposition is explicit; urgency moderate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC064-WEB-002,The Advocates for Human Rights,,,,,0
TC028-WEB-001,TC028,ACER,2025-12-01,website,economic_development,ethnocultural,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,1,1,3,1,0,0,0,0,explicit,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,,none,none,ethnocultural_community,0,0,0,1,,"The reflection emphasizes community leadership, housing support, trust, partnership, and organizing capacity, indicating care need and collective/coping efficacy rather than threat.","Gratitude is dominant and explicit; solidarity and care are clearly present through belonging, partnership, and community support.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC028-WEB-001,ACER,,,,,0
TC035-WEB-002,TC035,Arrive Ministries,2025-12-01,website,faith,service,1,1,1,0,1,0,0,0,1,0,1,0,1,0,2,2,0,0,0,1,2,1,0,0,0,1,0,1,0,implicit,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,use_resource;seek_legal_help,specific,moderate,immigrants_refugees,1,2,1,1,1,Policy changes create uncertainty and practical consequences for refugees.,Fear/anxiety are mediated through explanatory service information.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC035-WEB-002,Arrive Ministries,,,,,0
D2-03-WEB-002,D2-03,Ayada Leads,2025-12-01,website,advocacy,ethnocultural,1,1,0,1,1,0,0,0,1,0,1,1,1,0,2,2,1,2,0,3,2,2,1,0,0,1,1,2,0,mixed,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,contact_official;attend_event;share_information,specific,high,ethnocultural_community,1,2,1,0,1,TPS ending is framed as threat and uncertainty prompting organized response.,Fear/anxiety are mediated through solidarity advocacy and efficacy.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,D2-03-WEB-002,Ayada Leads,,,,,0
TC073-WEB-002,TC073,Center for Victims of Torture,2025-12-02,website,advocacy,service,1,1,1,1,0,1,1,1,1,0,0,1,1,0,2,1,2,3,1,2,3,3,0,0,0,0,2,2,0,explicit,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,share_information;contact_official,general,high,general_public,1,2,1,0,1,Collective punishment of asylum seekers is framed as unjust and harmful.,Outrage care empathy and solidarity are prominent.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC073-WEB-002,Center for Victims of Torture,,,,,0
TC076-WEB-002,TC076,Minnesota Interfaith Coalition on Immigration,2025-12-02,website,faith,advocacy,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,2,0,3,2,1,1,0,0,0,1,1,0,mixed,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,attend_event;volunteer,specific,moderate,faith_community,1,1,0,1,1,Immigration system explicitly framed as unjust; accompaniment offers collective response.,Solidarity/care with moderate moral outrage.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC076-WEB-002,Minnesota Interfaith Coalition on Immigration,,,,,0
TC015-WEB-002,TC015,Aeon,2025-12-03,website,housing,service,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,2,1,3,1,1,2,0,0,0,explicit,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,,none,none,general_public,0,0,0,1,0,Supportive housing project addresses homelessness and instability.,Hope care and reassurance are prominent.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC015-WEB-002,Aeon,,,,,0
TC074-LI-001,TC074,COPAL,2025-12-03,LinkedIn,advocacy,ethnocultural,1,1,0,1,0,1,1,1,1,0,1,1,1,0,2,1,2,3,0,3,2,1,1,0,1,0,3,2,2,explicit,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,"1,share_information;mutual_aid",general,moderate,ethnocultural_community,1,2,0,1,0,"The post characterizes ICE enforcement as persecution targeting Somali families, supporting threat, injustice, blame, intentionality, norm violation, vulnerability, and collective-efficacy appraisals.","Solidarity and moral outrage are dominant; defiance, fear, anger, care, urgency, and pride are also explicit.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC074-LI-001,COPAL,,,,,0
TC038-EVT-007,TC038,Comunidades Latinas Unidas En Servicio (CLUES),2025-12-03,website,service,ethnocultural,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,attend_event;use_resource,specific,moderate,general_public,1,1,0,1,1,Digital-skills training increases practical coping efficacy.,No meaningful affective cue beyond practical empowerment in preserved summary.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC038-EVT-007,Comunidades Latinas Unidas En Servicio (CLUES),CLUES_DIGLIT_2025_2026,Digital Literacy Program,recurring_service_class,Retain raw; for robustness compare item-level results with series-collapsed or organization-month weighting.,1
TC057-WEB-001,TC057,Immigrant Law Center of Minnesota,2025-12-03,website,legal,advocacy,1,1,1,1,0,1,1,1,1,0,0,1,1,0,2,1,2,3,1,2,2,1,0,0,0,0,2,2,0,explicit,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,share_information,general,moderate,general_public,0,2,1,0,0,"The release frames targeted enforcement of Minnesota's Somali community as discriminatory, harmful, intentional, and norm-violating.","Moral outrage is dominant in the explicit 'racist and Islamophobic' condemnation; anger, fear, solidarity, care, and defiance are also clear.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC057-WEB-001,Immigrant Law Center of Minnesota,,,,,0
CI0034,TC041,International Institute of Minnesota,2025-12-03,website,service,advocacy,1,1,1,1,1,1,1,1,1,0,0,1,1,0,2,2,2,3,1,3,2,1,0,0,0,0,2,2,0,explicit,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,,none,none,ethnocultural_community,0,2,1,0,0,"The statement frames rhetoric and policy targeting Somali, Burmese, and Afghan communities as deliberate attacks, with planned enforcement and TPS changes increasing threat and uncertainty.","Moral outrage and solidarity are dominant; fear/anxiety, anger, care, defiance, and urgency are also clear.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,CI0034,International Institute of Minnesota,,,,,0
CI0035,TC041,International Institute of Minnesota,2025-12-03,website,service,media_information,1,1,0,1,1,0,0,0,1,0,0,0,1,0,2,2,1,1,0,2,2,2,0,0,0,1,0,2,0,mixed,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,share_information,general,high,general_public,0,2,1,0,0,Curated coverage frames restrictions/enforcement as affecting Somali community.,Fear anxiety solidarity and empathy are moderate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,CI0035,International Institute of Minnesota,,,,,0
TC058-WEB-007,TC058,Mid-Minnesota Legal Aid,2025-12-03,website,legal,service,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,implicit,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,,,none,none,general_public,0,0,1,0,0,Headline attributes neglect of responsibilities affecting disabled people.,Normative criticism supports low moral outrage; care toward affected clients implied.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC058-WEB-007,Mid-Minnesota Legal Aid,,,,,0
TC044-WEB-001,TC044,Minnesota Council of Churches,2025-12-03,website,faith,advocacy,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,2,0,3,2,2,1,0,2,1,1,1,0,explicit,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,,none,none,general_public,1,1,0,0,1,Targeting rhetoric is framed as threat to dignity and belonging.,Solidarity pride care and moral concern dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC044-WEB-001,Minnesota Council of Churches,,,,,0
TC049-WEB-002,TC049,PRISM,2025-12-04,website,service,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,none,none,general_public,0,0,0,0,0,Archive confirms dated item only; substantive content unavailable.,No affect inferred.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,low,TC049-WEB-002,PRISM,,,,,0
TC023-WEB-003,TC023,Missions Inc. Programs,2025-12-05,website,service,advocacy,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,3,2,1,0,0,1,1,2,0,mixed,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,,none,none,general_public,1,2,0,1,1,Stands with ALL Our Neighbors frames belonging and protection amid perceived threat.,Solidarity care empathy and moral concern dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC023-WEB-003,Missions Inc. Programs,,,,,0
TC075-EVT-005,TC075,Unidos MN,2025-12-06,website,advocacy,ethnocultural,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,2,0,2,0,1,2,0,explicit,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,attend_event;other,specific,moderate,ethnocultural_community,1,2,0,0,1,General Assembly builds priorities and collective power across issues.,Solidarity pride efficacy and moderate urgency.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC075-EVT-005,Unidos MN,,,,,0
TC002-WEB-002,TC002,Cedar Riverside Adult Education Collaborative,2025-12-08,website,education,service,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,use_resource,specific,moderate,learners,1,1,0,1,1,Testing week notice is purely operational.,No meaningful affective content.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC002-WEB-002,Cedar Riverside Adult Education Collaborative,,,,,0
TC073-WEB-003,TC073,Center for Victims of Torture,2025-12-08,website,advocacy,service,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,2,2,1,2,1,1,1,0,1,0,mixed,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,,none,none,general_public,0,1,1,1,1,Newsletter combines policy response with global program updates.,Mixed concern solidarity care and hope.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC073-WEB-003,Center for Victims of Torture,,,,,0
TC023-WEB-004,TC023,Missions Inc. Programs,2025-12-09,website,service,other,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,implicit,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,none,none,general_public,0,0,0,0,1,Annual report signals institutional continuity/achievement.,Low pride/hope only.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,low,TC023-WEB-004,Missions Inc. Programs,,,,,0
TC050-LI-001,TC050,Project for Pride in Living,2025-12-09,LinkedIn,housing,economic_development,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2,2,1,3,3,1,2,0,0,0,explicit,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,,none,none,general_public,0,0,0,1,0,Affordable housing investment is framed as opportunity and community support.,Hope gratitude care and reassurance dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC050-LI-001,Project for Pride in Living,,,,,0
TC073-WEB-004,TC073,Center for Victims of Torture,2025-12-10,website,service,advocacy,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,2,3,2,2,0,0,1,0,0,0,mixed,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,,none,none,general_public,0,0,0,1,1,"Forced migration, mental-health needs, and resource access establish vulnerability and care need; social connection and coping resources establish efficacy and hope.","Care/compassion is dominant, with solidarity, empathy, and hope explicit in the healing/social-connection frame.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC073-WEB-004,Center for Victims of Torture,,,,,0
TC038-EVT-008,TC038,Comunidades Latinas Unidas En Servicio (CLUES),2025-12-10,website,service,ethnocultural,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,attend_event;use_resource,specific,moderate,general_public,1,1,0,1,1,Digital-skills training increases practical coping efficacy.,No meaningful affective cue beyond practical empowerment in preserved summary.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC038-EVT-008,Comunidades Latinas Unidas En Servicio (CLUES),CLUES_DIGLIT_2025_2026,Digital Literacy Program,recurring_service_class,Retain raw; for robustness compare item-level results with series-collapsed or organization-month weighting.,1
TC076-WEB-003,TC076,Minnesota Interfaith Coalition on Immigration,2025-12-10,website,faith,service,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,2,3,1,2,2,1,2,0,0,0,explicit,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,donate;volunteer;mutual_aid,specific,moderate,supporters_donors,1,1,0,1,1,Winter aid programs address concrete material needs.,Care gratitude solidarity and hope are prominent.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC076-WEB-003,Minnesota Interfaith Coalition on Immigration,,,,,0
TC025-WEB-001,TC025,Twin Cities Habitat for Humanity,2025-12-12,website,housing,advocacy,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2,2,0,2,0,0,1,0,0,0,implicit,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,donate;use_resource,specific,moderate,supporters_donors,1,1,0,1,1,Housing tax credit framed as actionable support for affordability.,Solidarity care hope and reassurance lightly present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC025-WEB-001,Twin Cities Habitat for Humanity,,,,,0
TC030-WEB-001,TC030,African Development Center of Minnesota,2025-12-13,website,economic_development,service,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,implicit,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,attend_event;use_resource,specific,moderate,general_public,1,1,0,1,1,Homebuyer workshop increases practical housing efficacy.,Hope tied to homeownership planning.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC030-WEB-001,African Development Center of Minnesota,ADC_HOMESTRETCH_2025_2026,Home Stretch Workshop,recurring_service_workshop,Repeated same-format housing workshop.,1
TC034-WEB-002,TC034,Al-Maa'uun,2025-12-14,website,ethnocultural,education,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,2,0,2,1,3,0,0,0,0,explicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,attend_event,specific,moderate,ethnocultural_community,1,1,0,0,1,Banquet celebrates youth ambassadors and mentorship.,Pride solidarity and care dominate with gratitude.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC034-WEB-002,Al-Maa'uun,,,,,0
TC028-WEB-002,TC028,ACER,2025-12-15,website,economic_development,ethnocultural,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,1,0,3,0,3,0,0,0,0,explicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,,none,none,ethnocultural_community,0,0,0,0,0,Development story centers community-rooted opportunity and capacity.,Solidarity hope and pride dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC028-WEB-002,ACER,,,,,0
TC047-WEB-003,TC047,Oromo Community of Minnesota,2025-12-16,website,ethnocultural,service,1,1,0,0,1,0,0,0,1,0,1,1,1,0,2,3,0,0,0,3,3,2,1,0,0,2,0,2,0,explicit,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,seek_legal_help;use_resource;share_information,specific,high,ethnocultural_community,1,3,1,1,1,TPS revocation is framed as creating fear uncertainty and legal vulnerability.,Explicit fear/anxiety are mediated through support solidarity reassurance and referrals.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC047-WEB-003,Oromo Community of Minnesota,,,,,0
D2-01-WEB-001,D2-01,ACLU of Minnesota,2025-12-17,website,advocacy,legal,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,2,2,0,1,0,0,0,0,0,0,2,2,0,explicit,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,,,none,none,,general_public,0,2,1,0,,"The lawsuit challenges alleged retaliation, detention, force, and intimidation as unlawful conduct, supporting threat, harm, injustice, blame, intentionality, norm-violation, and vulnerability appraisals. Litigation provides a controllability/coping pathway.",Anger and moral outrage are clear because the conduct is framed as illegal rights violations; defiance and urgency are also strong through legal resistance. Fear is present but secondary.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,D2-01-WEB-001,ACLU of Minnesota,,,,,0
TC038-EVT-009,TC038,Comunidades Latinas Unidas En Servicio (CLUES),2025-12-17,website,service,ethnocultural,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,attend_event;use_resource,specific,moderate,general_public,1,1,0,1,1,Digital-skills training increases practical coping efficacy.,No meaningful affective cue beyond practical empowerment in preserved summary.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC038-EVT-009,Comunidades Latinas Unidas En Servicio (CLUES),CLUES_DIGLIT_2025_2026,Digital Literacy Program,recurring_service_class,Retain raw; for robustness compare item-level results with series-collapsed or organization-month weighting.,1
TC058-WEB-008,TC058,Mid-Minnesota Legal Aid,2025-12-18,website,legal,service,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,implicit,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,,,none,none,general_public,0,0,0,0,0,Service disruption leaves disabled clients vulnerable.,Concern for vulnerable clients is central.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC058-WEB-008,Mid-Minnesota Legal Aid,,,,,0
D2-01-WEB-002,D2-01,ACLU of Minnesota,2025-12-19,website,advocacy,legal,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,1,0,mixed,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,none,none,general_public,0,1,1,0,1,County detention agreement is framed as rights/accountability concern.,Moral outrage and defiance are restrained but present.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,D2-01-WEB-002,ACLU of Minnesota,,,,,0
TC002-WEB-003,TC002,Cedar Riverside Adult Education Collaborative,2025-12-19,website,education,service,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,use_resource,specific,moderate,learners,1,1,0,1,1,Academic calendar update only.,No meaningful affective content.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC002-WEB-003,Cedar Riverside Adult Education Collaborative,,,,,0
TC002-WEB-004,TC002,Cedar Riverside Adult Education Collaborative,2025-12-19,website,education,service,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,use_resource,specific,moderate,learners,1,1,0,1,1,Winter break notice is operational.,No meaningful affective content.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC002-WEB-004,Cedar Riverside Adult Education Collaborative,,,,,0
TC057-WEB-002,TC057,Immigrant Law Center of Minnesota,2025-12-19,website,legal,advocacy,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,3,2,2,2,0,0,2,1,2,0,explicit,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,share_information;donate;volunteer;mutual_aid;contact_official,specific,moderate,general_public,1,2,1,1,1,"Attacks on immigrant communities are framed as harm/injustice and vulnerability, while the ten concrete actions emphasize controllability, coping, collective efficacy, and future possibility.","Solidarity is dominant; care, empathy, hope, reassurance, and urgency are strong because concern is translated into practical support.",GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC057-WEB-002,Immigrant Law Center of Minnesota,,,,,0
TC041-LI-003,TC041,International Institute of Minnesota,2025-12-19,LinkedIn,service,education,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,explicit,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,none,none,ethnocultural_community,0,0,0,0,0,The available message is a solidarity statement and does not provide enough evidence to code a specific situational appraisal.,Solidarity is dominant because the organization explicitly says it supports the Somali community and stands with immigrants and refugees. Care is clear; defiance is only implicit in the public act of standing with targeted communities.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC041-LI-003,International Institute of Minnesota,,,,,0
TC042-WEB-002,TC042,Isuroon,2025-12-23,website,ethnocultural,service,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,2,3,2,0,0,0,1,0,1,0,mixed,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,use_resource;donate,general,moderate,ethnocultural_community,0,1,0,1,0,Increased demand for halal food is framed as material care need.,Care empathy and solidarity dominate curated coverage.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC042-WEB-002,Isuroon,,,,,0
TC038-EVT-010,TC038,Comunidades Latinas Unidas En Servicio (CLUES),2025-12-24,website,service,ethnocultural,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,attend_event;use_resource,specific,moderate,general_public,1,1,0,1,1,Digital-skills training increases practical coping efficacy.,No meaningful affective cue beyond practical empowerment in preserved summary.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC038-EVT-010,Comunidades Latinas Unidas En Servicio (CLUES),CLUES_DIGLIT_2025_2026,Digital Literacy Program,recurring_service_class,Retain raw; for robustness compare item-level results with series-collapsed or organization-month weighting.,1
TC050-LI-002,TC050,Project for Pride in Living,2025-12-29,LinkedIn,housing,advocacy,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,2,1,3,0,0,0,0,explicit,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,none,none,general_public,0,0,0,0,0,Leadership recognition emphasizes affordable housing advocacy and community impact.,Pride solidarity and hope dominate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC050-LI-002,Project for Pride in Living,,,,,0
TC038-EVT-011,TC038,Comunidades Latinas Unidas En Servicio (CLUES),2025-12-31,website,service,ethnocultural,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,attend_event;use_resource,specific,moderate,general_public,1,1,0,1,1,Digital-skills training increases practical coping efficacy.,No meaningful affective cue beyond practical empowerment in preserved summary.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC038-EVT-011,Comunidades Latinas Unidas En Servicio (CLUES),CLUES_DIGLIT_2025_2026,Digital Literacy Program,recurring_service_class,Retain raw; for robustness compare item-level results with series-collapsed or organization-month weighting.,1
TC073-LI-001,TC073,Center for Victims of Torture,2026-01-01,LinkedIn,service,advocacy,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,explicit,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,none,none,general_public,0,0,0,0,0,The only clear appraisal is favorable future possibility: the organization expresses a wish for peace and happiness in the coming year.,Hope is dominant and explicit. Solidarity and care are low because the wish is universal and relational. Reassurance is not coded because no present threat or uncertainty is being reduced.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,high,TC073-LI-001,Center for Victims of Torture,,,,,0
TC037-WEB-001,TC037,CommonBond Communities,2026-01-02,website,housing,service,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,2,0,2,0,1,2,0,0,0,implicit,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,none,none,general_public,0,0,0,1,0,Investment supports affordable-housing creation and stabilization.,Hope care and reassurance are moderate.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC037-WEB-001,CommonBond Communities,,,,,0
TC002-WEB-005,TC002,Cedar Riverside Adult Education Collaborative,2026-01-05,website,education,service,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,implicit,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,use_resource,specific,moderate,learners,1,1,0,1,1,New session start signals program continuity.,Low hope/reassurance only.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC002-WEB-005,Cedar Riverside Adult Education Collaborative,,,,,0
TC076-WEB-004,TC076,Minnesota Interfaith Coalition on Immigration,2026-01-05,website,faith,advocacy,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,2,2,1,1,0,1,1,1,2,0,mixed,1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,attend_event,specific,high,faith_community,1,2,0,0,1,DHS restrictions cause location change and create logistical uncertainty.,Solidarity and urgency accompany cautious defiance.,GPT-5.6-Sol_full_corpus_v1,2026-09-24,medium,TC076-WEB-004,Minnesota Interfaith Coalition on Immigration,,,,,0
