relation_id,news_item_id,org_id,outlet_id,media_layer,visibility_type,headline_presence,lead_presence,direct_quote,quote_count,paraphrased,spokesperson_named,spokesperson_name,spokesperson_title,source_prominence,source_function_primary,source_function_secondary,substantive_interpretation,resource_routing,mobilization_uptake,fundraising_uptake,service_uptake,legal_information_uptake,safety_guidance_uptake,testimonial_uptake,org_affect_terms,journalist_affect_terms,dominant_affect,frame_transformation,local_to_national_amplification,amplification_path_id,matched_org_item_id,match_confidence,evidence_fragment,verification_status,coder_notes
R0062,STY-68B4FC695BD7,TC064,NEWS002,local_regional,named_mention,,,0,,0,0,,,secondary,legal_advocacy_source,,1,0,0,0,0,1,,,,,none_not_assessable,not_assessable,0,,TC064-LI-004,medium,,verified,source_batch=news_media_uptake_batch_04_fox9_mpr_sahan.csv; source_news_item_id=NM020; Story situates clergy litigation alongside Advocates' class-action case over detainee access to counsel and reports court-ordered protections stemming from that litigation.
R0063,STY-693B4CC2B52A,TC057,NEWS047,national_amplification,direct_quote,,,1,,0,1,Julia Decker,,supporting,legal_expert,,1,0,0,0,0,1,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,"source_batch=news_media_uptake_batch_15_national_amplification.csv; source_news_item_id=NM083; National nonprofit-news amplification. ILCM policy director directly discusses the widening gap between formal know-your-rights guidance and enforcement practices. Story was also syndicated, which should be treated separately from original reporting in later circulation analysis."
R0064,STY-6C1B14119833,TC074,NEWS002,local_regional,direct_quote,,,1,,0,1,Lourdes Menjivar,,primary,community_intermediary,,1,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,TC074-LI-001,medium,,verified,"source_batch=news_media_uptake_batch_07_iimn_copal_unidos.csv; source_news_item_id=NM040; COPAL is central to the story: volunteers deliver food to families afraid to leave home, staff describe grief/fear, report 400+ daily calls, and announce observer trainings. Strong case linking affective mediation to mutual aid and coordination."
R0065,STY-6E6145534C33,TC075,NEWS010,local_regional,direct_quote,,,1,,0,1,Emilia González Avalos,,primary,community_mobilization_source,,1,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,,,,verified,"source_batch=news_media_uptake_batch_07_iimn_copal_unidos.csv; source_news_item_id=NM045; Story reports Monarca/Unidos observer training and quotes Unidos leadership framing the movement around disciplined nonviolence, love, and shared futures. Strong mobilization/solidarity uptake case."
R0066,STY-6F84D2CD9A9E,D2-05,NEWS001,local_regional,direct_quote,,,1,,0,1,Jaylani Hussein,,supporting,advocacy_source,,1,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,"source_batch=news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv; source_news_item_id=NM077; Sahan photo essay shows CAIR-MN leadership speaking at the Jan. 10 rally, documenting Muslim-community advocacy within the broader mobilization."
R0067,STY-6F84D2CD9A9E,TC084,NEWS001,local_regional,named_mention,,,0,,0,0,,,primary,community_mobilization_source,,1,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,,high,,verified,source_batch=news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv; source_news_item_id=NM069; Photo essay documents MIRAC-organized vigil and mass march; useful for affective circulation and collective-action visibility.
R0068,STY-7052A7220650,TC041,NEWS031,national_amplification,direct_quote,,,1,,0,1,Jane Graupman,,supporting,refugee_resettlement_source,,1,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,"source_batch=news_media_uptake_batch_15_national_amplification.csv; source_news_item_id=NM081; National amplification. IIMN executive director directly interprets the refugee-detention operation, lack of process/transparency, and refugees' social/economic integration in Minnesota. Same news item also sources TC064 and TC057; preserve shared news_item_id for later bridge analysis."
R0069,STY-7052A7220650,TC057,NEWS031,national_amplification,paraphrase,,,0,,1,1,Tracy Roy,,supporting,legal_expert,,0,0,0,0,0,1,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,"source_batch=news_media_uptake_batch_15_national_amplification.csv; source_news_item_id=NM081; National amplification. ILCM legal director is paraphrased describing frightened clients, door-to-door enforcement, rapid interstate transfers and uncertainty about detention scope. Same news item also sources TC041 and TC064."
R0070,STY-7052A7220650,TC064,NEWS031,national_amplification,direct_quote,,,1,,0,1,Lindsey Greising,,supporting,legal_expert,,1,0,0,0,0,1,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,source_batch=news_media_uptake_batch_15_national_amplification.csv; source_news_item_id=NM081; National amplification. Policy counsel reports high call volume from affected families and interprets detention/transfer practices as potential rights violations. Same news item also sources TC041 and TC057.
R0071,STY-7542CDBA6D7B,TC038,NEWS003,local_regional,direct_quote,,,1,,0,1,Liliana Letran-Garcia,,supporting,affected_community_intermediary,,1,0,0,0,0,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,"source_batch=news_media_uptake_batch_21_cross_layer_deep_pass.csv; source_news_item_id=NM097; Star Tribune coverage places CLUES as the venue and community intermediary for a public hearing on immigration enforcement, with CLUES leadership quoted about community effects. Canonical article URL should be captured during URL-QC."
R0072,STY-755DE49009B8,D2-01,NEWS007,local_regional,direct_quote,,,1,,0,0,,,primary,legal_advocacy_source,,1,0,1,0,0,1,,,,,none_not_assessable,not_assessable,0,,D2-01-WEB-001,high,,verified,"source_batch=news_media_uptake_batch_02_KSTP.csv; source_news_item_id=NM010; Story closely tracks ACLU-MN's same-day lawsuit announcement, reproduces allegations as attributed claims, includes Know Your Rights guidance and links readers to immigration legal resources including ILCM."
R0073,STY-75D090F89A94,TC064,NEWS011,local_regional,direct_quote,,,1,,0,1,Kim Boche,,supporting,legal_advocacy_source,,1,0,0,0,0,1,,,,,none_not_assessable,not_assessable,0,,,,,verified,"source_batch=news_media_uptake_batch_05_bringmethenews.csv; source_news_item_id=NM026; Story reproduces Advocates statement after asylum ruling, including critique of compressed adjudication and detention/deportation priorities. Strong early-window affective/legal framing case."
R0074,STY-762C7B599C6B,TC042,NEWS004,local_regional,direct_quote,,,1,,0,1,Fartun Weli,,primary,community_service_intermediary,,1,1,0,1,1,0,,,,,none_not_assessable,not_assessable,0,,TC042-WEB-003,high,,verified,"source_batch=news_media_uptake_batch_01.csv; source_news_item_id=NM005; Isuroon founder is quoted repeatedly about food need, community fear, collective response and donations; story links readers to Isuroon for support."
R0075,STY-77075C6C427B,TC041,NEWS011,local_regional,beneficiary_or_partner,,,0,,0,0,,,supporting,collective_action_destination,,0,0,1,1,0,0,,,,,none_not_assessable,not_assessable,0,,,,,verified,source_batch=news_media_uptake_batch_05_bringmethenews.csv; source_news_item_id=NM029; Same article identifies a business donating profits to IIMN; retained as separate organization-story relation for conversion/circulation analysis.
R0076,STY-77075C6C427B,TC057,NEWS011,local_regional,beneficiary_or_partner,,,0,,0,0,,,supporting,collective_action_destination,,0,0,1,1,0,0,,,,,none_not_assessable,not_assessable,0,,,,,verified,"source_batch=news_media_uptake_batch_05_bringmethenews.csv; source_news_item_id=NM028; Article lists multiple businesses donating all or part of proceeds to ILCM, showing news-mediated conversion of solidarity into material support."
R0077,STY-79537F4CC6A5,TC057,NEWS011,local_regional,beneficiary_or_partner,,,0,,0,0,,,supporting,collective_action_destination,,0,0,1,1,0,0,,,,,none_not_assessable,not_assessable,0,,,,,verified,source_batch=news_media_uptake_batch_05_bringmethenews.csv; source_news_item_id=NM033; Coverage documents an Abolish ICE benefit raising funds for ILCM and other groups; useful for affective conversion and circulation analysis.
R0078,STY-7D8AF35DB59B,TC057,NEWS001,local_regional,resource_listing,,,0,,0,0,,,supporting,resource_legal_source,,0,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,TC057-LI-002,medium,,verified,source_batch=news_media_uptake_batch_01.csv; source_news_item_id=NM002; Story carries forward ILCM guidance urging residents to monitor/report ICE activity and directs readers to community reporting resources.
R0079,STY-7F204E373737,TC075,NEWS004,local_regional,direct_quote,,,1,,0,0,,,primary,advocacy_source,,1,1,1,0,1,1,,,,,none_not_assessable,not_assessable,0,,TC075-LI-001,high,,verified,"source_batch=news_media_uptake_batch_07_iimn_copal_unidos.csv; source_news_item_id=NM043; CBS/WCCO attributes the core allegations and policy concern to Unidos MN and includes Hennepin Healthcare's response, making this a strong case for preserved versus contested/mixed framing."
R0080,STY-82CFA48CCD88,TC073,NEWS002,local_regional,direct_quote,,,1,,0,1,Sara Nelson,,primary,affected_community_intermediary,,1,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,TC073-LI-003,high,,verified,"source_batch=news_media_uptake_batch_08_alight_cvt.csv; source_news_item_id=NM051; MPR uses multiple CVT clinicians and clients to interpret how enforcement reactivates prior trauma, while also documenting hope derived from community support."
R0081,STY-82FD2BE7B36D,TC064,NEWS011,local_regional,beneficiary_or_partner,,,0,,0,0,,,supporting,documentation_intermediary,,0,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,,,,verified,"source_batch=news_media_uptake_batch_05_bringmethenews.csv; source_news_item_id=NM035; Coverage identifies Advocates as state partner collecting testimony on impacts to immigrants, children, and businesses; strong example of institutionalized post-crisis intermediation/documentation."
R0082,STY-8396DA7EB341,TC041,NEWS004,local_regional,direct_quote,,,1,,0,1,Jane Graupman,,supporting,refugee_service_expert,,1,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,CI0044,high,,verified,source_batch=news_media_uptake_batch_01.csv; source_news_item_id=NM007; International Institute executive director quoted questioning the rationale of detaining already-vetted refugees; Institute-hosted version of the same coverage exists in nonprofit corpus.
R0083,STY-85F325C36F1D,D2-06,,unmapped,named_mention,,,0,,0,0,,,supporting,housing_justice_source,,0,0,0,0,0,0,,,,,none_not_assessable,not_assessable,0,,,high,,verified,source_batch=news_media_uptake_batch_21_rotating_ix.csv; source_news_item_id=NM096; Finance & Commerce identifies IX as one of the organizations behind Twin Cities Tenants and the proposed March 1 rent strike. Strong local uptake linking immigration enforcement to housing/economic consequences.
R0084,STY-89B26927F99A,TC058,NEWS003,local_regional,direct_quote,,,1,,0,1,Pheng Thao,,supporting,legal_guidance_source,,1,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,source_batch=news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv; source_news_item_id=NM058; MMLA lawyer explains Delegation of Parental Authority and interprets parental fear and planning; clear example of affect converted into legal preparedness.
R0085,STY-8C30649B0EAB,TC064,NEWS011,local_regional,beneficiary_or_partner,,,0,,0,0,,,supporting,collective_action_destination,,0,0,1,1,0,0,,,,,none_not_assessable,not_assessable,0,,,,,verified,"source_batch=news_media_uptake_batch_05_bringmethenews.csv; source_news_item_id=NM031; Follow-up coverage documents observable conversion: more than $600,000 raised for Advocates. Strong material-action outcome linked to public affective mobilization."
R0086,STY-8CD8D933652B,TC078,NEWS017,community_ethnic,named_mention,,,0,,0,0,,,passing,faith_mobilization_source,,0,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,source_batch=news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv; source_news_item_id=NM074; Coverage identifies JCA among the locally based Jewish organizations participating in the Jan. 23 action.
R0087,STY-8E4B98EE8918,TC041,NEWS003,local_regional,direct_quote,,,1,,0,1,Jane Graupman,,supporting,refugee_service_expert,,1,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,CI0039,high,,verified,"source_batch=news_media_uptake_batch_07_iimn_copal_unidos.csv; source_news_item_id=NM037; IIMN is quoted describing active wellness checks, family distress, and refugee vetting; story also documents the organization as a service intermediary for directly affected families."
R0088,STY-8E4B98EE8918,TC064,NEWS003,local_regional,direct_quote,,,1,,0,1,Lindsey Greising,,supporting,legal_advocacy_source,,1,0,0,0,0,1,,,,,none_not_assessable,not_assessable,0,,TC064-LI-003,high,,verified,"source_batch=news_media_uptake_batch_07_iimn_copal_unidos.csv; source_news_item_id=NM038; Same article uses Advocates as the legal interpreter, contrasting with IIMN's service/refugee-family role; strong within-story role comparison."
R0089,STY-8E8D95B320DC,TC009,NEWS049,community_ethnic,named_mention,,,0,,0,0,,,supporting,mobilization_source,,0,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,source_batch=news_media_uptake_batch_17_tc001_tc020.csv; source_news_item_id=NM088; Independent movement-oriented news report identifies Minnesota Somali Community Center as a co-sponsor of the Brooklyn Park labor/community march. Retain outlet-type distinction; do not collapse with mainstream local journalism.
R0090,STY-951C939203E6,TC057,NEWS002,local_regional,beneficiary_or_partner,,,0,,0,0,,,supporting,collective_action_destination,,0,0,1,1,0,0,,,,,none_not_assessable,not_assessable,0,,,,,verified,"source_batch=news_media_uptake_batch_06_mpr_sahan_extended.csv; source_news_item_id=NM037; Coverage identifies Authors for Minnesota Day as a fundraiser benefiting ILCM, showing a concrete news-mediated path from solidarity/community response to material support."
R0091,STY-9E3663038117,TC075,NEWS001,local_regional,direct_quote,,,1,,0,0,,,primary,advocacy_source,,1,1,1,0,1,1,,,,,none_not_assessable,not_assessable,0,,TC075-LI-001,high,,verified,"source_batch=news_media_uptake_batch_07_iimn_copal_unidos.csv; source_news_item_id=NM042; Sahan centers Unidos MN's account, protest, and demand that hospitals adopt policies protecting immigrant patients; strong matched case for examining how advocacy framing moves into journalism."
R0092,STY-A2533DA2D136,D2-10,NEWS001,local_regional,direct_quote,,,1,,0,0,,,primary,mobilization_source,,1,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,,high,,verified,source_batch=news_media_uptake_batch_22_remaining_cross_layer.csv; source_news_item_id=NM105; Sahan centers IDN's observer-training expansion across Minnesota and the Midwest. Strong substantive local-news uptake rather than resource-only visibility.
R0093,STY-A59243E6FAA7,TC078,NEWS017,community_ethnic,named_mention,,,0,,0,0,,,passing,faith_community_source,,0,1,1,0,1,0,,,,,none_not_assessable,not_assessable,0,,,low,,verified,"source_batch=news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv; source_news_item_id=NM076; JCA is one of the signatories to a communal Jewish statement describing fear, unmet care needs and commitments to support affected neighbors."
R0094,STY-A86362FC86A0,TC041,NEWS002,local_regional,direct_quote,,,1,,0,1,Jane Graupman,,primary,refugee_service_expert,,1,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,CI0039,high,,verified,source_batch=news_media_uptake_batch_07_iimn_copal_unidos.csv; source_news_item_id=NM036; MPR centers IIMN leadership interpreting the emotional and practical effects of Operation PARRIS on refugee families; strong same-topic linkage to IIMN's refugee-focused communications.
R0095,STY-A9A4C77BE15B,D2-01,NEWS006,local_regional,direct_quote,,,1,,0,1,Deepinder Mayell,,supporting,advocacy_source,,1,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,D2-01-WEB-004,medium,,verified,source_batch=news_media_uptake_batch_04_fox9_mpr_sahan.csv; source_news_item_id=NM018; Live coverage reproduces ACLU-MN leadership statement calling for an end to ICE/CBP operations and an independent investigation; useful case for affective amplification/preservation analysis.
R0096,STY-AF60415BA0AC,TC057,NEWS011,local_regional,beneficiary_or_partner,,,0,,0,0,,,supporting,collective_action_destination,,0,0,1,1,0,0,,,,,none_not_assessable,not_assessable,0,,,,,verified,"source_batch=news_media_uptake_batch_05_bringmethenews.csv; source_news_item_id=NM032; Story identifies ILCM as recipient of ticket/poster proceeds, providing a visible news-mediated route from solidarity to donation."
R0097,STY-B0DCEF2BA9C5,TC038,NEWS004,local_regional,beneficiary_or_partner,,,0,,0,0,,,supporting,collective_action_destination,,0,1,1,1,1,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,source_batch=news_media_uptake_batch_12_clues_caal.csv; source_news_item_id=NM079; CBS live coverage reports 56 Brewing directing taproom profits to CLUES and other immigrant-support organizations; strong news-mediated conversion/fundraising case.
R0098,STY-BAC049360883,TC050,NEWS032,national_amplification,direct_quote,,,1,,0,1,María Pabón Gautier,,supporting,affected_community_intermediary,,1,0,0,0,0,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,"source_batch=news_media_uptake_batch_18_tc041_tc060.csv; source_news_item_id=NM089; PPL's own news page identifies both PPL's Chief People Officer María Pabón Gautier and Director of Communications and Marketing Pauleen Le as New York Times interviewees in this Jan. 31/Feb. 2 indexed story. The mirrored text preserves direct quotations concerning carrying passports, fear, emotional toll, and belonging. Canonical NYT article URL should be recovered during later URL-QC; relation itself is verified from the mirrored article and PPL attribution."
R0099,STY-BC49FDBC8F33,TC057,NEWS001,local_regional,direct_quote,,,1,,0,1,Tracy Roy,,supporting,legal_expert,,1,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,,,,verified,"source_batch=news_media_uptake_batch_01.csv; source_news_item_id=NM006; ILCM legal director is quoted on bond costs, legal-service strain and inability of existing legal networks to meet demand."
R0100,STY-BF593E6BEE1A,TC084,NEWS001,local_regional,direct_quote,,,1,,0,0,,,primary,community_mobilization_source,,1,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,source_batch=news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv; source_news_item_id=NM067; Sahan foregrounds MIRAC's interpretation that parts of Minneapolis were under siege and uses the group as a key organizer/advocacy source during escalation.
R0101,STY-C0E3B50FF40D,D2-01,NEWS003,local_regional,direct_quote,,,1,,0,1,Deepinder Mayell,,primary,legal_advocacy_source,,1,0,0,0,0,1,,,,,none_not_assessable,not_assessable,0,,D2-01-WEB-004,medium,,verified,source_batch=news_media_uptake_batch_03_reformer_startribune.csv; source_news_item_id=NM015; Story centers ACLU-MN's class-action case and quotes/identifies organization leadership; useful paired coverage with Minnesota Reformer for outlet-level framing comparison.
R0102,STY-C2C4EFE3EDD3,TC064,NEWS011,local_regional,beneficiary_or_partner,,,0,,0,0,,,supporting,collective_action_destination,,0,0,1,1,0,0,,,,,none_not_assessable,not_assessable,0,,,,,verified,source_batch=news_media_uptake_batch_05_bringmethenews.csv; source_news_item_id=NM030; Coverage presents Advocates as the recipient of concert-stream proceeds and links emotionally framed solidarity with a concrete fundraising action pathway.
R0103,STY-C39A1C9851EB,TC077,NEWS053,community_ethnic,named_mention,,,0,,0,0,,,supporting,mobilization_source,,0,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,,high,,verified,"source_batch=news_media_uptake_batch_22_remaining_cross_layer.csv; source_news_item_id=NM107; Community news coverage explicitly identifies ISAIAH, together with unions and allied groups, as organizing the statewide Day of Truth & Freedom action. Retain as mobilization uptake rather than quote-based interpretation."
R0104,STY-C4CED6E09EF6,D3-16,NEWS003,local_regional,direct_quote,,,1,,0,1,Alma Flores,,supporting,data_information_source,,1,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,,high,,verified,"source_batch=news_media_uptake_batch_20_discovery_frame.csv; source_news_item_id=NM095; LEDC executive director Alma Flores is repeatedly quoted describing 50%-100% revenue losses, ICE presence near the organization, an arrest of a business owner, and long-term economic damage. Strong economic-impact interpretation case."
R0105,STY-C7C15EBDC1E4,TC054,NEWS033,national_amplification,direct_quote,,,1,,0,1,Jocelyn Wyatt,,supporting,refugee_resettlement_source,,1,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,,high,,verified,"source_batch=news_media_uptake_batch_22_remaining_cross_layer.csv; source_news_item_id=NM104; Alight preserves the CNN story text on its press page. CEO Jocelyn Wyatt is directly quoted estimating at least 100 Minnesota refugees/asylum seekers detained and flown to Texas and describing cases of people released without paperwork or support. Treat Alight page as a hosted copy of CNN reporting, not a first-party story."
R0106,STY-D1EB27037DBF,TC078,NEWS045,national_amplification,named_mention,,,0,,0,0,,,supporting,mobilization_source,,0,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,source_batch=news_media_uptake_batch_15_national_amplification.csv; source_news_item_id=NM084; National community-media amplification. Jewish Community Action is explicitly identified among organizations signing the Minnesota Jewish response letter; retain as mobilization/coalition uptake rather than substantive direct quotation.
R0107,STY-D29BEB385398,TC041,NEWS007,local_regional,direct_quote,,,1,,0,1,Jane Graupman,,supporting,refugee_service_expert,,1,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,CI0035,high,,verified,source_batch=news_media_uptake_batch_02_KSTP.csv; source_news_item_id=NM009; Both organizations are quoted. Decker explains asylum/refugee/legal-status processes and calls the application pause a devastating blow; Graupman discusses refugee flight and fear. IIMN separately archived this KSTP story as media coverage.
R0108,STY-D29BEB385398,TC057,NEWS007,local_regional,direct_quote,,,1,,0,1,Julia Decker,,supporting,legal_expert,,1,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,CI0035,high,,verified,source_batch=news_media_uptake_batch_02_KSTP.csv; source_news_item_id=NM009; Both organizations are quoted. Decker explains asylum/refugee/legal-status processes and calls the application pause a devastating blow; Graupman discusses refugee flight and fear. IIMN separately archived this KSTP story as media coverage.
R0109,STY-D75324E86CB8,TC084,NEWS001,local_regional,direct_quote,,,1,,0,1,Alvin Sheng,,supporting,advocacy_source,,1,0,1,0,0,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,source_batch=news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv; source_news_item_id=NM070; MIRAC speaker interprets ICE activity as a threat to religious freedom and links protest arrests to broader enforcement harms.
R0110,STY-DE1E5A93F787,TC041,NEWS001,local_regional,direct_quote,,,1,,0,1,Michelle Eberhard,,supporting,refugee_service_expert,,1,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,CI0044,medium,,verified,"source_batch=news_media_uptake_batch_04_fox9_mpr_sahan.csv; source_news_item_id=NM024; IIMN refugee-services director is quoted on incomplete releases, missing documents, and practical post-detention barriers; useful service-oriented contrast within the same story."
R0111,STY-DE1E5A93F787,TC064,NEWS001,local_regional,direct_quote,,,1,,0,1,Madeline Lohman,,primary,legal_advocacy_source,,1,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,TC064-LI-003,high,,verified,"source_batch=news_media_uptake_batch_04_fox9_mpr_sahan.csv; source_news_item_id=NM023; Advocates is central to the story's interpretation of Operation PARRIS, including direct quotes about rights violations, organizational response and legal strategy."
R0112,STY-DF55FE4B958C,D2-01,NEWS011,local_regional,named_mention,,,0,,0,0,,,primary,legal_advocacy_source,,1,0,0,0,0,1,,,,,none_not_assessable,not_assessable,0,,D2-01-WEB-001,high,,verified,source_batch=news_media_uptake_batch_05_bringmethenews.csv; source_news_item_id=NM027; Coverage directly summarizes ACLU-MN lawsuit filed the prior day and carries the legal-injustice/accountability frame into a broader roundup of organizational responses.
R0113,STY-E42494A976C7,TC078,NEWS017,community_ethnic,resource_listing,,,0,,0,0,,,resource_only,mutual_aid_coordination_source,,0,1,1,0,1,0,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,source_batch=news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv; source_news_item_id=NM075; TC Jewfolk directs readers to JCA's Action Havurah and MARCH mutual-aid infrastructure; resource-directory uptake rather than direct quotation.
R0114,STY-E702A3A0BF1C,D2-01,NEWS010,local_regional,named_mention,,,0,,0,0,,,secondary,legal_advocacy_source,,1,0,0,0,0,1,,,,,none_not_assessable,not_assessable,0,,D2-01-WEB-001,medium,,verified,source_batch=news_media_uptake_batch_03_reformer_startribune.csv; source_news_item_id=NM010; Story references ACLU-MN's recent lawsuit as part of the wider enforcement context; useful example of prior nonprofit framing recirculated into subsequent news coverage.
R0115,STY-E9599798CBC3,D2-01,NEWS010,local_regional,direct_quote,,,1,,0,0,,,primary,legal_advocacy_source,,1,0,0,0,0,1,,,,,none_not_assessable,not_assessable,0,,D2-01-WEB-001,high,,verified,source_batch=news_media_uptake_batch_03_reformer_startribune.csv; source_news_item_id=NM009; Independent news report centered on ACLU-MN litigation announced the same day as the organization-owned press release; strong high-confidence match for frame-transformation analysis.
R0116,STY-EA45B6ADD853,TC025,NEWS001,local_regional,named_mention,,,0,,0,0,,,supporting,housing_service_source,,0,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,,high,,verified,"source_batch=news_media_uptake_batch_19_icom_habitat.csv; source_news_item_id=NM092; Sahan identifies Twin Cities Habitat for Humanity as a nonprofit partner in the Pathways to Success program helping Minneapolis public-housing residents move toward homeownership. Not an immigration-crisis item, but a substantive in-window independent-news mention retained in the balanced mention layer."
R0117,STY-F0A55E72BE26,TC058,NEWS003,local_regional,direct_quote,,,1,,0,1,Camila Pacheco-Fores,,supporting,legal_service_intermediary,,1,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,"source_batch=news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv; source_news_item_id=NM060; MMLA attorney explains the cascading household consequences of detention and deportation, including trauma, income loss and legal expenses."
R0118,STY-F0A55E72BE26,TC065,NEWS003,local_regional,resource_listing,,,0,,0,0,,,resource_only,legal_resource_source,,0,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,,medium,,verified,"source_batch=news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv; source_news_item_id=NM061; Story cites VLN's deportation-preparedness manual for tenant rights and property consequences, showing resource uptake without direct quotation."
R0119,STY-F5AC37C97E07,TC057,NEWS002,local_regional,resource_listing,,,0,,0,0,,,resource_only,legal_service_partner,,0,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,,,,verified,"source_batch=news_media_uptake_batch_06_mpr_sahan_extended.csv; source_news_item_id=NM036; ILCM is identified as a formal partner in the Southeast Asian Defense Response Project and its intake line is provided directly to listeners, showing service/legal guidance carried through news-media uptake."
R0120,STY-F637300E7C9B,TC075,NEWS006,local_regional,direct_quote,,,1,,0,0,,,primary,advocacy_source,,1,1,1,0,1,1,,,,,none_not_assessable,not_assessable,0,,TC075-LI-001,high,,verified,"source_batch=news_media_uptake_batch_07_iimn_copal_unidos.csv; source_news_item_id=NM041; FOX 9 coverage is built around Unidos MN's account and rally, carrying the organization's patient-safety, legal-warrant, and institutional-policy framing into local television news."
R0121,STY-F9BC9DEF8CDF,TC073,NEWS003,local_regional,direct_quote,,,1,,0,1,Scott Roehm,,primary,affected_community_intermediary,,1,1,0,0,1,1,,,,,none_not_assessable,not_assessable,0,,TC073-WEB-007,medium,,verified,source_batch=news_media_uptake_batch_03_reformer_startribune.csv; source_news_item_id=NM012; Column centers six CVT clients detained during the surge and quotes CVT leadership comparing their detention experiences with abusive security environments clients fled.
R0122,STY-FFE89FC98534,TC041,NEWS029,national_amplification,direct_quote,,,1,,0,1,Jane Graupman,,supporting,refugee_resettlement_source,,1,1,0,0,1,0,,,,,none_not_assessable,not_assessable,0,,,high,,verified,"source_batch=news_media_uptake_batch_16_npr_nyt.csv; source_news_item_id=NM086; NPR national report from Minneapolis directly quotes IIMN executive director Jane Graupman on refugee vetting and the treatment of detained refugees, including people released in Texas without money or documents. Original NPR story verified through NPR syndication and IIMN's media-coverage page; syndication copies should not be counted as independent stories."
