source_batch,source_news_item_id,normalized_news_item_id,date,outlet,headline,url
news_media_uptake_batch_07_iimn_copal_unidos.csv,NM036,STY-A86362FC86A0,2026-01-13,MPR News,Resettlement agency head says new Homeland Security operation ‘terrifying’ refugee families,https://www.mprnews.org/story/2026/01/13/operation-parris-dhs-terrifying-refugee-families
news_media_uptake_batch_04_fox9_mpr_sahan.csv,NM018,STY-A9A4C77BE15B,2026-01-24,FOX 9,Minneapolis shooting: Border Patrol fatally shoots Alex Pretti; witness video conflicts DHS,https://www.fox9.com/news/ice-mn-third-federal-agents-shooting-minneapolis
news_media_uptake_batch_05_bringmethenews.csv,NM032,STY-AF60415BA0AC,2026-03-04,Bring Me The News,Jason Isbell & the 400 Unit will stream Minneapolis concert on The Current,https://bringmethenews.com/minnesota-lifestyle/jason-isbell-the-400-unit-will-stream-minneapolis-concert-on-the-current
news_media_uptake_batch_12_clues_caal.csv,NM079,STY-B0DCEF2BA9C5,2026-02-08,CBS Minnesota / WCCO,Minnesota BCA 'committed' to finding way to work with feds on Alex Pretti probe,https://www.cbsnews.com/minnesota/live-updates/minneapolis-anti-ice-protests-graduate-by-hilton-hotel-federal-officers-operation-metro-surge/
news_media_uptake_batch_18_tc041_tc060.csv,NM089,STY-BAC049360883,2026-01-31,The New York Times,"Minneapolis Residents Wear Their Passports, Desperate to Ward Off ICE",https://www.nytimes.com/
news_media_uptake_batch_01.csv,NM006,STY-BC49FDBC8F33,2026-02-12,Sahan Journal,"Lost wages, legal costs add to toll for those detained in Minnesota ICE surge",https://sahanjournal.com/immigration/minnesota-ice-operation-families-face-financial-toll/
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM067,STY-BF593E6BEE1A,2026-01-05,Sahan Journal,Immigration advocates see flurry of activity amid report feds are sending more agents to Minnesota,https://sahanjournal.com/immigration/immigration-enforcement-ramping-up-minneapolis-twin-cities-fraud/
news_media_uptake_batch_03_reformer_startribune.csv,NM015,STY-C0E3B50FF40D,2026-03-10,Minnesota Star Tribune,"Judge says ICE showed 'unconstitutional policies' during surge, but won't block its practices",https://www.startribune.com/judge-says-ice-showed-unconstitutional-policies-during-surge-but-declines-to-block-ice-practices-as-racial-profiling-lawsuit-proceeds/601595625
news_media_uptake_batch_05_bringmethenews.csv,NM030,STY-C2C4EFE3EDD3,2026-02-19,Bring Me The News,Brandi Carlile will stream Minneapolis concert as legal aid fundraiser,https://bringmethenews.com/minnesota-lifestyle/brandi-carlile-will-stream-minneapolis-concert-as-legal-aid-fundraiser
news_media_uptake_batch_22_remaining_cross_layer.csv,NM107,STY-C39A1C9851EB,2026-01-23,Boreal Community Media,Minnesotans observe statewide 'Day of Truth & Freedom' economic strike amidst frigid conditions,https://www.boreal.org/2026/01/23/561248/minnesotans-observe-statewide-day-of-truth-freedom-economic-strike-amidst-frigid-conditions
news_media_uptake_batch_20_discovery_frame.csv,NM095,STY-C4CED6E09EF6,2026-01-13,Minnesota Star Tribune,Immigrant corridors in both Minneapolis and St. Paul nearly shut down by intensifying ICE actions,https://www.startribune.com/immigrant-businesses-lose-sales-close-ice-action-twin-cities/601562613
news_media_uptake_batch_16_national_external.csv,NM088,STY-C6FC6BE3DCCA,2026-03-26,Associated Press,Federal judge extends order requiring access to lawyers for Minnesota immigration detainees,https://apnews.com/article/65eb5cd7e778a19bf345fea1bb9af9c0
news_media_uptake_batch_22_remaining_cross_layer.csv,NM104,STY-C7C15EBDC1E4,2026-02-06,CNN,"They were asylum seekers and refugees in Minnesota. Still, ICE detained and flew them to Texas to face deportation",https://www.wearealight.org/press/cnn-they-were-asylum-seekers-and-refugees-in-minnesota-still-ice-detained-and-flew-them-to-texas-to-face-deportation
news_media_uptake_batch_15_national_amplification.csv,NM084,STY-D1EB27037DBF,2026-01-21,Jewish Telegraphic Agency,"Invoking Torah, Jews are mobilizing against ICE in Minnesota",https://www.jta.org/2026/01/21/united-states/invoking-torah-minnesota-jews-mobilize-against-ice-operations
news_media_uptake_batch_17_national_external_additions.csv,NM089,STY-D1EB27037DBF,2026-01-21,Jewish Telegraphic Agency,"Invoking Torah, Jews are mobilizing against ICE in Minnesota",https://www.jta.org/2026/01/21/politics/invoking-torah-minnesota-jews-mobilize-against-ice-operations
news_media_uptake_batch_02_KSTP.csv,NM009,STY-D29BEB385398,2025-12-03,KSTP 5 Eyewitness News,Majority of Somali immigrants in Minnesota are US citizens,https://kstp.com/kstp-news/top-news/majority-of-somali-immigrants-in-minnesota-are-us-citizens/
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM070,STY-D75324E86CB8,2026-01-22,Sahan Journal,"Nekima Levy Armstrong, Chauntyll Allen arrested for church protest",https://sahanjournal.com/immigration/nekima-levy-armstrong-chauntyll-allen-arrested-cities-church-protest/
news_media_uptake_batch_18_centro_univision.csv,NM090,STY-D7FD932E31AA,2026-01-20,N+ Univision,Operativos de ICE en Minnesota ya afectan la vida diaria y la economía: Análisis,https://www.univision.com/shows/la-voz-de-la-manana/operativos-de-ice-en-minnesota-ya-afectan-la-vida-diaria-y-la-economia-analisis-video
news_media_uptake_batch_04_fox9_mpr_sahan.csv,NM023,STY-DE1E5A93F787,2026-02-06,Sahan Journal,Refugees’ futures remain uncertain as legal battle over Operation PARRIS proceeds,https://sahanjournal.com/immigration/operation-parris-minneapolis-woman-arrested-detained-immigration/
news_media_uptake_batch_04_fox9_mpr_sahan.csv,NM024,STY-DE1E5A93F787,2026-02-06,Sahan Journal,Refugees’ futures remain uncertain as legal battle over Operation PARRIS proceeds,https://sahanjournal.com/immigration/operation-parris-minneapolis-woman-arrested-detained-immigration/
news_media_uptake_batch_05_bringmethenews.csv,NM027,STY-DF55FE4B958C,2025-12-18,Bring Me The News,Minnesota organizations take legal action against ICE over recent crackdown,https://bringmethenews.com/minnesota-news/minnesota-organizations-take-legal-action-against-ice-over-recent-crackdown
news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,NM075,STY-E42494A976C7,2026-01-22,TC Jewfolk,Resources To Help Community Members Affected By ICE,https://tcjewfolk.com/2026/01/22/resources-to-help-community-members-affected-by-ice/
news_media_uptake_batch_03_reformer_startribune.csv,NM010,STY-E702A3A0BF1C,2026-01-06,Minnesota Reformer,Homeland Security Secretary Kristi Noem visits Minnesota as hundreds more ICE agents arrive,https://minnesotareformer.com/2026/01/06/homeland-security-secretary-kristi-noem-visits-minnesota-as-hundreds-more-ice-agents-arrive/
news_media_uptake_batch_03_reformer_startribune.csv,NM009,STY-E9599798CBC3,2025-12-17,Minnesota Reformer,"ACLU sues ICE, alleging agency violates constitutional rights of observers and protesters",https://minnesotareformer.com/2025/12/17/aclu-sues-ice-alleging-agency-violates-constitutional-rights-of-observers-and-protesters/
news_media_uptake_batch_19_icom_habitat.csv,NM092,STY-EA45B6ADD853,2026-01-06,Sahan Journal,‘Our own little space in this world’: Partnership helps families achieve dream of home ownership,https://sahanjournal.com/housing/pathways-to-success-helps-minneapolis-families-buy-homes/
news_media_uptake_batch_17_national_external_additions.csv,NM091,STY-ED88B2C7E8EA,2026-01-30,CNN,"They were asylum seekers and refugees in Minnesota. Still, ICE detained and flew them to Texas to face deportation",https://www.cvt.org/news-coverage/they-were-asylum-seekers-and-refugees-in-minnesota-still-ice-detained-and-flew-them-to-texas/
news_media_uptake_batch_19_icom_habitat.csv,NM091,STY-EF6BF4949C9C,2026-01-13,Religion News Service,Faith leaders are denied access to immigration detainees in Minnesota,https://religionnews.com/2026/01/13/faith-leaders-are-denied-access-to-immigration-detainees-in-minnesota/
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM060,STY-F0A55E72BE26,2026-03-10,Minnesota Star Tribune,"After detainments and deportations, the lives left behind in Minnesota",https://www.startribune.com/immigration-ice-operation-metro-surge-stuff-left-behind-detained-deported-rent-bills-cars-family/601583316
news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,NM061,STY-F0A55E72BE26,2026-03-10,Minnesota Star Tribune,"After detainments and deportations, the lives left behind in Minnesota",https://www.startribune.com/immigration-ice-operation-metro-surge-stuff-left-behind-detained-deported-rent-bills-cars-family/601583316
news_media_uptake_batch_16_national_external.csv,NM085,STY-F43E7AD9A785,2026-01-06,Associated Press,"Homeland Security plans 2,000 officers in Minnesota for its 'largest immigration operation ever'",https://apnews.com/article/db661df6de1131a034da2bda4bb3d817
news_media_uptake_batch_16_national_external.csv,NM086,STY-F43E7AD9A785,2026-01-06,Associated Press,"Homeland Security plans 2,000 officers in Minnesota for its 'largest immigration operation ever'",https://apnews.com/article/db661df6de1131a034da2bda4bb3d817
news_media_uptake_batch_06_mpr_sahan_extended.csv,NM036,STY-F5AC37C97E07,2026-02-24,MPR News,Coalition looks to support Southeast Asian Minnesotans facing deportation and detention,https://www.mprnews.org/episode/2026/02/24/southeast-asian-minnesotans-deportation-and-detention
news_media_uptake_batch_07_iimn_copal_unidos.csv,NM041,STY-F637300E7C9B,2026-01-06,FOX 9,"ICE agents shackled patient to bed at HCMC, advocacy group says",https://www.fox9.com/news/ice-agents-shackled-patient-bed-hcmc-advocacy-group-says.amp
news_media_uptake_batch_16_national_external.csv,NM084,STY-F7835554B89B,2026-01-06,The New York Times,Homeland Security steps up immigration enforcement in Minneapolis,https://archive.ph/2026.01.07-033322/https%3A/www.nytimes.com/live/2026/01/06/us/trump-news
news_media_uptake_batch_03_reformer_startribune.csv,NM012,STY-F9BC9DEF8CDF,2026-02-02,Minnesota Star Tribune,They fled torture in their home countries. Now they've been held by ICE,https://www.startribune.com/rash-they-fled-torture-in-their-home-countries-now-theyve-been-held-by-ice/601571814
news_media_uptake_batch_21_rotating_ix.csv,NM097,STY-FAB873CB1D90,2026-02-19,In These Times,"Terrorized By ICE, Unable to Pay Rent, Minnesotans Are Getting Ready for a Rent Strike",https://inthesetimes.com/article/ice-minnesota-rent-strike-twin-cities-labor-unions
news_media_uptake_batch_23_national_guardian_expansion.csv,NM104,STY-FEA931BF0CCE,2026-01-20,The Guardian,Economic blackout day planned in Minnesota to protest ICE surge,https://www.theguardian.com/us-news/2026/jan/20/ice-immigrarion-minnesota-economic-protest
news_media_uptake_batch_16_national_external.csv,NM083,STY-FFE89FC98534,2026-02-02,NPR,Refugees relive the trauma they fled as ICE targets them in Minnesota,https://www.northcountrypublicradio.org/news/npr/nx-s1-5686396/refugees-relive-the-trauma-they-fled-as-ice-targets-them-in-minnesota
news_media_uptake_batch_16_npr_nyt.csv,NM086,STY-FFE89FC98534,2026-02-02,NPR,Refugees relive the trauma they fled as ICE targets them in Minnesota,https://www.npr.org/
