org_id,organization_name,screening_decision,analysis_universe_status,primary_universe_flag,evidence_certainty,twin_cities_presence,immigrant_refugee_relevance,civil_society_form,study_period_existence,unit_of_analysis_flag,evidence_summary,evidence_url_1,evidence_url_2,communication_audit_note,screening_notes,source_screening_file
TC065,Volunteer Lawyers Network,eligible,include_primary_universe,1,verified,yes,yes_at_program_level,nonprofit_legal_aid_org,yes,program_level_unit,"VLN is a Minneapolis 501(c)(3) providing civil legal aid across several areas, but it maintains a distinct immigration practice with immigration clinics, deportation-preparedness resources, know-your-rights materials, and Twin Cities immigration legal services.",https://www.vlnmn.org/volunteer/immigration/,https://www.vlnmn.org/help/,,Include at immigration-practice/program level rather than whole-organization level,eligibility_screening_batch_07_TC061_TC070.csv
TC066,United Cambodian Association of Minnesota (UCAM),eligible,include_primary_universe,1,verified,yes,yes,nonprofit_mutual_assistance_org,yes,standalone_organization,"UCAM is a Twin Cities nonprofit mutual-assistance organization formed from Cambodian/refugee organizations and dedicated to serving Cambodian immigrants, refugees, and other new Americans. Current Minnesota resource listings identify immigration advocacy and bilingual legal/benefits assistance.",https://www.ucam.info/,https://www.mn.gov/adresources/search/43085fe6-b8fd-53a8-aae7-683185e60be2/,,Strong inclusion case,eligibility_screening_batch_07_TC061_TC070.csv
TC067,Immigrant Connection - Waite Park,eligible,include_primary_universe,1,verified,yes,yes,faith_based_legal_program,yes,program_under_parent_org,"Immigrant Connection-Waite Park is a Minneapolis-based Department of Justice-recognized immigration legal-services program offering low-cost assistance with family petitions, naturalization, status adjustment, renewals, and related immigration matters.",https://www.waiteparkchurch.org/immigrant,https://www.waiteparkchurch.org/contact,,"Include the Immigrant Connection program as the communication unit, not Waite Park Church generally",eligibility_screening_batch_07_TC061_TC070.csv
TC068,Immigrant Connection Mosaic,eligible,include_primary_universe,1,verified,yes,yes,faith_based_legal_program,yes,program_under_parent_org,"Immigrant Connection Mosaic is a St. Paul Department of Justice-recognized nonprofit immigration legal-services program offering low-cost legal assistance, citizenship classes, status adjustment, family petitions, DACA, TPS, and related services.",https://www.mosaicstpaul.org/learn-more,,,Include IC Mosaic as the unit rather than Mosaic Christian Community generally,eligibility_screening_batch_07_TC061_TC070.csv
TC069,Hmong Cultural Center,eligible,include_primary_universe,1,verified,yes,yes,community_based_nonprofit,yes,standalone_organization,"Hmong Cultural Center in St. Paul has offered free classes to immigrants and refugees for more than twenty years, including citizenship, ESL, occupational English, and integration-oriented education.",https://www.hmongcc.org/adult-basic-education.html,,,Strong inclusion case,eligibility_screening_batch_07_TC061_TC070.csv
TC070,Hmong American Partnership,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_community_development_org,yes,standalone_organization,"Hmong American Partnership was founded and is led by immigrants and refugees, serves tens of thousands of people annually, and explicitly states that it addresses the needs of immigrants and refugees across the Twin Cities through employment, education, community support, and other programs.",https://hmong.org/about-us/,https://hmong.org/hap-impact-areas/hap-academy-oic/employment-services/,,Strong inclusion case,eligibility_screening_batch_07_TC061_TC070.csv
TC071,Lao Assistance Center of Minnesota,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_community_based_org,yes,standalone_organization,Lao Assistance Center of Minnesota is a Minneapolis 501(c)(3) serving Lao and Southeast Asian immigrant/refugee communities through culturally specific support and community services,https://www.laocenter.org/contact,https://www.laocenter.org/,,Strong inclusion case,eligibility_screening_batch_08_TC071_TC080.csv
TC072,Confederation of Somali Community in Minnesota,eligible,include_primary_universe,1,verified,yes,yes,community_based_org,yes,standalone_organization,"CSCM is based in Minneapolis, serves the Twin Cities Somali/East African community, supports newcomers, provides translation and immigration services, and is listed by Minnesota resources as serving immigrants and refugees",https://csc-mn.org/,https://mn.gov/adresources/search/874d1832-4f93-5bcc-9e44-21f279f5b0e7/,,Strong inclusion case,eligibility_screening_batch_08_TC071_TC080.csv
TC073,Center for Victims of Torture,eligible,include_primary_universe,1,verified,yes,yes,nonprofit,yes,standalone_organization,CVT is a St. Paul-based nonprofit serving torture survivors including refugees and asylum seekers; current 2026 statements document Minnesota-based asylum clients affected by immigration enforcement,https://www.cvt.org/,https://www.cvt.org/statements/four-cvt-clients-in-asylum-processes-have-been-detained-by-ice-and-flown-out-of-state/,,Strong inclusion case,eligibility_screening_batch_08_TC071_TC080.csv
TC074,COPAL - Communities Organizing Latine Power and Action,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_community_org,yes,standalone_organization,"COPAL is a Minneapolis-centered Latine grassroots organization with explicit immigrant-worker organizing, immigration advocacy, and extensive public communication on immigration enforcement",https://copalmn.org/,https://copalmn.org/workers-center/,,Strong inclusion case,eligibility_screening_batch_08_TC071_TC080.csv
TC075,Unidos MN,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_advocacy_org,yes,standalone_organization,"Unidos MN is an immigrant-led Minnesota organization rooted in the DREAMER and immigration-justice movements, with Minneapolis headquarters and major immigration-enforcement response work",https://unidos-mn.org/,https://unidos-mn.org/media,,Strong inclusion case,eligibility_screening_batch_08_TC071_TC080.csv
TC076,Minnesota Interfaith Coalition on Immigration (ICOM),eligible,include_primary_universe,1,verified,yes,yes,faith_based_nonprofit_or_network,yes,standalone_or_network_unit,"ICOM is headquartered in Minneapolis and explicitly organizes in solidarity with immigrants and refugees through advocacy, material aid, vigils, courtwatch, and anti-deportation work",https://mnicom.org/,,,Strong inclusion case; classify as faith-based coalition/network,eligibility_screening_batch_08_TC071_TC080.csv
TC077,ISAIAH,eligible,include_primary_universe,1,verified,yes,yes_at_campaign_level,faith_based_nonprofit_network,yes,immigrant_justice_campaign_within_broader_org,ISAIAH is a statewide faith-based organizing network with deep Twin Cities roots and a long-standing immigrant-justice agenda; immigration is one major campaign area within a broader multiracial justice organization,https://www.isaiahmn.org/our-story,https://isaiahmn.org/membership/,,Include at immigrant-justice campaign/communication level rather than assuming all ISAIAH communication is in scope,eligibility_screening_batch_08_TC071_TC080.csv
TC078,Jewish Community Action,eligible,include_primary_universe,1,verified,yes,yes_at_campaign_level,faith_based_nonprofit,yes,immigrant_justice_campaign_within_broader_org,"Jewish Community Action is based in St. Paul and lists immigrant justice as a core campaign, including organizing to keep families together and oppose deportation",https://www.jewishcommunityaction.org/our-mission,https://www.jewishcommunityaction.org/decriminalizing-communities,,Include at immigrant-justice campaign/communication level,eligibility_screening_batch_08_TC071_TC080.csv
TC079,Fe y Justicia MN,exclude,exclude,0,excluded,no,yes,nonprofit_community_based_org,yes,outside_geographic_scope,Fe y Justicia explicitly organizes working-class immigrants but is based in St. Cloud and describes its work as centered in Central Minnesota rather than the Twin Cities,https://www.feyjusticiamn.com/,,,Exclude under Twin Cities geographic criterion unless later evidence establishes substantial metro operation,eligibility_screening_batch_08_TC071_TC080.csv
TC080,Asamblea de Derechos Civiles,probably_eligible,include_primary_universe,1,provisional,probable,yes,faith_based_nonprofit,uncertain,needs_current_activity_verification,Historical Minnesota legislative records identify Asamblea de Derechos Civiles as a statewide faith-based nonprofit organizing predominantly Latino immigrants for immigration-system change; current organizational activity and Twin Cities communication presence during the study period need verification,https://www.house.mn.gov/dflpdf/6ce9d8c7-b939-4dab-a744-dc1fb08f4a6d.pdf,,,Retain provisionally pending current-status and study-period verification,eligibility_screening_batch_08_TC071_TC080.csv
TC081,Minnesota Immigrant Movement,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_community_based_org,yes,standalone_organization,"Official site identifies Minnesota Immigrant Movement as a nonprofit working for social justice for immigrants, with a Minneapolis address and current community-support/advocacy activity",https://www.mimmn.org/,https://lims.minneapolismn.gov/Download/RCAV2/48835/MIM-Food-Vendor-Presentation.pdf,,Strong inclusion case,eligibility_screening_batch_09_TC081_TC084.csv
TC082,Coalition of Asian American Leaders (CAAL),eligible,include_primary_universe,1,verified,yes,yes_at_network_level,nonprofit_network,yes,standalone_network_unit,CAAL is a Minnesota Asian American leadership network and nonprofit with current direct support and advocacy tied to immigration enforcement impacts; 2026 testimony documents around-the-clock legal triage and family support during the enforcement surge,https://caalmn.org/,https://www.house.mn.gov/comm/docs/PLcSCaUVdUKhphfnEGbwng.pdf,,Include as a network-level communicating organization; immigration is not its only issue but was a major study-period activity,eligibility_screening_batch_09_TC081_TC084.csv
TC083,Navigate MN,duplicate_alias,merge_not_independent_unit,0,merged,yes,yes,nonprofit_advocacy_org,yes,merge_with_TC075,Navigate MN is the former name of Unidos MN; do not count as a separate organizational unit,https://www.linkedin.com/company/unidos-mn,https://mn.gov/mcla/about-us/board/members/juventino-meza.jsp,,Merge with Unidos MN / TC075 in deduplicated universe,eligibility_screening_batch_09_TC081_TC084.csv
TC084,Minnesota Immigrant Rights Action Committee (MIRAC),eligible,include_primary_universe,1,verified,yes,yes,grassroots_volunteer_org,yes,standalone_organization,"MIRAC describes itself as an all-volunteer grassroots multiracial immigrant-rights organization fighting raids, deportations, and anti-immigrant laws; current 2026 campaigns address Operation Metro Surge and sanctuary-state demands",https://www.miracmn.com/,https://www.miracmn.com/current-campaigns,,Strong inclusion case and strong communication-data candidate,eligibility_screening_batch_09_TC081_TC084.csv
D1-01,Voice in the Wilderness Organization,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_community_based_org,yes,standalone_organization,VWO is a refugee-founded nonprofit community-based organization created in Minneapolis to provide settlement and integration services to Congolese refugees in Minnesota,https://www.voiceinthew.org/,https://www.voiceinthew.org/about-us,Official website exists; social channels should be inventoried in platform audit,Strong inclusion case,eligibility_screening_batch_10_D1_state_resettlement_legal.csv
D1-02,CHW Solutions,exclude,exclude,0,excluded,yes,yes,private_llc,yes,organizational_form_mismatch,"CHW Solutions is based in St. Paul and is Minnesota's lead Refugee Health Promotion provider, but its own legal notice identifies the company as CHW Solutions LLC rather than a nonprofit/civil-society organization",https://chwsolutions.com/refugee-resettlement-program/,https://chwsolutions.com/privacy-policy/,"Official website is active, but exclusion is based on organizational form rather than communication availability",Exclude under study's nonprofit/civil-society organizational-form criterion,eligibility_screening_batch_10_D1_state_resettlement_legal.csv
D1-03,ESHARA - Ethnic Self-Help Alliance for Refugee Assistance,exclude,exclude,0,excluded,no,yes,nonprofit_or_community_based_org,yes,outside_geographic_scope,"ESHARA explicitly serves New American immigrants and refugees, but its current offices and reported 2024 service footprint are Fargo-Moorhead; its Minnesota office is in Moorhead, outside the Twin Cities",https://www.eshara.org/,https://www.eshara.org/whoweare,"Website and social presence appear active; exclude geographically, not for lack of communication",Exclude under Twin Cities geographic criterion,eligibility_screening_batch_10_D1_state_resettlement_legal.csv
D1-04,Center for African Immigrants and Refugees Organization (CAIRO),exclude,exclude,0,excluded,no,yes,nonprofit_community_based_org,yes,outside_geographic_scope,"CAIRO explicitly serves African immigrants and refugees, but its mission and Minnesota DHS listings place its work in Central Minnesota/St. Cloud rather than the Twin Cities",https://cairomn.org/core-values/,https://mn.gov/dhs/resettlement/program-overviews/,"Likely active communication channels, but outside geographic universe",Exclude under Twin Cities geographic criterion,eligibility_screening_batch_10_D1_state_resettlement_legal.csv
D1-05,Intercultural Mutual Assistance Association (IMAA),exclude,exclude,0,excluded,no,yes,nonprofit,yes,outside_geographic_scope,"IMAA is a strong immigrant/refugee-serving nonprofit, but its stated service area is southeast Minnesota and its operational base is Rochester rather than the Twin Cities",https://imaa.net/,https://mn.gov/dhs/resettlement/provider-list/,Official website active; exclude geographically,Exclude under Twin Cities geographic criterion,eligibility_screening_batch_10_D1_state_resettlement_legal.csv
D1-06,CAPLP - Lakes & Prairies Community Action Partnership,exclude,exclude,0,excluded,no,yes,nonprofit_community_action_agency,yes,outside_geographic_scope,"CAPLP holds Minnesota refugee-support funding and is a state resettlement partner, but Minnesota DHS lists its refugee-network location as Moorhead",https://mn.gov/dhs/resettlement/program-overviews/,https://mn.gov/dhs-stat/active-grant-contracts/Lakes_and_Prairies_Community_Action_Partnersh_Contract_258182.pdf,Communication availability to assess only if geographic rule changes,Exclude under Twin Cities geographic criterion,eligibility_screening_batch_10_D1_state_resettlement_legal.csv
D1-07,United Community Action Partnership (UCAP),exclude,exclude,0,excluded,no,yes,nonprofit_community_action_agency,yes,outside_geographic_scope,"UCAP provides refugee services, but its refugee program operates from Marshall and Willmar and its service area is southwest/west-central Minnesota, not the Twin Cities",https://www.unitedcapmn.org/programs/community-family-services/refugee-services/,https://www.unitedcapmn.org/contact/,Official website active; exclude geographically,Exclude under Twin Cities geographic criterion,eligibility_screening_batch_10_D1_state_resettlement_legal.csv
D1-08,Southwest Minnesota Private Industry Council (SWMNPIC),exclude,exclude,0,excluded,no,yes_at_program_level,nonprofit_workforce_org,yes,outside_geographic_scope,"SWMNPIC participates in Minnesota refugee employment/career supports, but its offices are in Marshall, Montevideo, and Worthington and its mission is focused on southwest Minnesota",https://www.swmnpic.org/,https://mn.gov/dhs/resettlement/provider-list/,"Social and web channels exist, but outside geographic universe",Exclude under Twin Cities geographic criterion,eligibility_screening_batch_10_D1_state_resettlement_legal.csv
D1-09,Southern Minnesota Regional Legal Services (SMRLS),eligible,include_primary_universe,1,verified,yes,yes,nonprofit_legal_aid_org,yes,refugee_immigration_program_within_broader_org,"SMRLS has administrative and Refugee & Immigration Services offices in St. Paul, serves the east and south metropolitan area, and provides dedicated immigration legal services to refugees and immigrants",https://www.smrls.org/locations,https://www.smrls.org/legal-resources-refugee-and-immigrant-services,Official website has dedicated refugee/immigration pages; social channels should be audited separately,Include at Refugee & Immigration Services/program communication level rather than all SMRLS content,eligibility_screening_batch_10_D1_state_resettlement_legal.csv
D2-01,ACLU of Minnesota,eligible,include_primary_universe,1,verified,yes,yes_at_campaign_level,nonprofit_civil_liberties_org,yes,immigrant_rights_campaign_within_broader_org,"ACLU of Minnesota is a Minneapolis-based civil-liberties nonprofit with major 2026 immigration-enforcement litigation and public advocacy, including a January 2026 class action challenging ICE/CBP stops and arrests in Minnesota",https://www.aclu-mn.org/,https://www.aclu.org/press-releases/aclu-sues-federal-government-to-end-ice-cbps-practice-of-suspicionless-stops-warrantless-arrests-and-racial-profiling-of-minnesotans,Strong website/media archive likely; audit only immigration/enforcement-related content,"Include at immigrant-rights campaign/communication level, not all ACLU-MN content",eligibility_screening_batch_11_D2_advocacy_networks.csv
D2-02,MN8 / Release MN8,eligible,include_primary_universe,1,verified,yes,yes,community_based_advocacy_org,yes,standalone_organization,"Minnesota immigration-resource directories describe Release MN8 as an organization fighting detention and deportation in Southeast Asian communities and providing direct family support, organizing, and leadership development",https://www.miracmn.com/resources,https://www.house.mn.gov/Caucus/View/DFL/41084,Likely social-media-centered; later audit official website/social account continuity during study period,Strong inclusion case,eligibility_screening_batch_11_D2_advocacy_networks.csv
D2-03,Ayada Leads,eligible,include_primary_universe,1,verified,yes,yes,nonprofit,yes,standalone_organization,"Ayada Leads is a Minneapolis nonprofit whose mission centers New Americans, particularly African Diaspora women, and its current public resource hub includes immigrant resources and ICE-related advocacy content",https://www.ayadaleads.org/career,https://linktr.ee/AyadaLeads,Very strong multi-platform presence including Facebook Instagram TikTok YouTube and X; promising communication-data candidate,Immigration is part of a broader civic-leadership mission but New Americans are an explicit core public,eligibility_screening_batch_11_D2_advocacy_networks.csv
D2-04,Black Immigrant Collective,eligible,include_primary_universe,1,verified,yes,yes,community_based_advocacy_org,yes,standalone_organization,"Black Immigrant Collective is a Minneapolis/Minnesota Black-led immigrant organization focused on the intersection of Blackness and immigration, including detention/deportation defense, policy, legal clinics, mutual aid, and resource sharing",https://actionnetwork.org/groups/black-immigrant-collective,https://www.miracmn.com/resources,Communication may be distributed across Action Network and social channels; later platform audit needed,Strong inclusion case,eligibility_screening_batch_11_D2_advocacy_networks.csv
D2-05,CAIR-Minnesota,eligible,include_primary_universe,1,verified,yes,yes_at_campaign_level,nonprofit_civil_rights_org,yes,immigrant_rights_campaign_within_broader_org,"CAIR-Minnesota is a Minneapolis grassroots civil-rights organization serving Muslim and marginalized communities and currently provides multilingual ICE know-your-rights resources, legal referrals, trainings, and family support",https://cairmn.org/,https://cairmn.org/know-your-rights/ice/,Excellent web/video resource archive; audit enforcement-related communication only,Include at immigration/ICE civil-rights communication level rather than all CAIR-MN content,eligibility_screening_batch_11_D2_advocacy_networks.csv
D2-06,Inquilinxs Unidxs por Justicia / United Renters for Justice,probably_eligible,include_primary_universe,1,provisional,yes,yes_but_not_exclusive,nonprofit_tenant_org,yes,broad_mission_with_explicit_immigrant_constituency,"IX is an active Minneapolis 501(c)(3) tenant-organizing organization; its mission is housing justice broadly, but its organizing materials explicitly identify working-class BIPOC and immigrant renters in North and South Minneapolis as a core constituency",https://www.inquilinxsunidxs.org/en/about,https://www.inquilinxsunidxs.org/our-work,Website has dated announcements and social-media links; likely auditable,"Retain provisionally; final inclusion should depend on whether immigrant/enforcement communication during study period is organizationally meaningful, without using that content as the first eligibility gate",eligibility_screening_batch_11_D2_advocacy_networks.csv
D2-07,Groundwork Legal,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_legal_aid_org,yes,standalone_organization,"Groundwork Legal is a Minnesota legal nonprofit with extensive study-period litigation and public communication concerning ICE detention, asylum seekers, and immigrant families in Minneapolis/St. Paul",https://groundworklegal.org/,https://groundworklegal.org/news/father-release,Strong dated press-release/news archive; excellent communication-data candidate,Strong inclusion case,eligibility_screening_batch_11_D2_advocacy_networks.csv
D2-08,Defend the 612,eligible,include_primary_universe,1,verified,yes,yes,grassroots_network,yes,standalone_network_unit,Defend the 612 operates a Minneapolis neighborhood-based ICE Watch rapid-response network and publicly recruits participants into neighborhood sanctuary and federal-enforcement monitoring groups,https://actionnetwork.org/forms/defend-the-612-3,,"Likely communication dispersed across Action Network, trainings, social platforms and possibly nonpublic messaging; later audit must distinguish public retrievable content from private Signal communications",Include as grassroots/network organizational unit; do not collect private-group communications,eligibility_screening_batch_11_D2_advocacy_networks.csv
D2-09,Monarca,duplicate_program_candidate,merge_not_independent_unit,0,merged,yes,yes,program,yes,merge_with_TC075,Discovery evidence indicates Monarca functions as an immigrant rapid-response initiative associated with Unidos MN rather than a separate standalone organization,,,"If Monarca-branded public communications exist, preserve them as program-level items attributed to Unidos MN",Do not count as separate organizational unit pending final parent-program verification,eligibility_screening_batch_11_D2_advocacy_networks.csv
D2-10,Immigrant Defense Network,eligible,include_primary_universe,1,verified,yes,yes,coalition_network,yes,standalone_network_unit,"Established in 2025, IDN is a Minnesota network of 90+ immigrant, labor, legal, faith, and community organizations focused on immigrant rights, rapid response, legal support referrals, public education, demonstrations, and narrative change",https://immigrantdefensenetwork.org/,https://www.house.mn.gov/Caucus/View/DFL/41084,Current website has resources/events and explicit narrative/public communication functions; strong study candidate,Include as network-level communicating organization even though member organizations may also appear separately,eligibility_screening_batch_11_D2_advocacy_networks.csv
D3-01,Community Services Agency of Minnesota (COMSA-MN),eligible,include_primary_universe,1,verified,yes,yes,nonprofit_community_based_org,yes,standalone_organization,"COMSA-MN is a 501(c)(3) established by refugees for refugees and immigrants in the Twin Cities and provides settlement, language, employment, legal, integration, health and emergency-support services",https://comsamn.org/,https://comsamn.org/who-we-are,Official website exists; later inventory dated posts and social channels,Strong inclusion case,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-02,Southeast Asian Diaspora Project (SEAD),eligible,include_primary_universe,1,verified,yes,yes,nonprofit_cultural_community_org,yes,standalone_organization,"SEAD is an active Minneapolis charity serving Khmer, Hmong, Lao and Vietnamese diaspora communities; 2025-26 projects explicitly document 50 years of Southeast Asian migration and community experience in Minnesota",https://www.ag.state.mn.us/charity/Search/CHR_GeneralInfo.asp?FederalID=474088420&Yr=CURR&cmdSearch=View,https://www.lrl.mn.gov/docs/2026/mandated/260254.pdf,Likely rich storytelling and digital-content presence; audit official website/social channels,Eligible under immigrant-origin/diaspora community criterion,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-03,Bhutanese Community Organization of Minnesota,eligible,include_primary_universe,1,verified,yes,yes,community_based_org,yes,standalone_organization,"BCOM serves the Twin Cities metro and explicitly specializes in refugees and immigrants, including Bhutanese refugee elders, English/citizenship classes, benefits help and community services",https://mn.gov/adresources/search/161bc9e2-415c-5719-8611-422995e8801c/?entry=search_card,https://helpmeconnect.web.health.state.mn.us/HelpMeConnect/Search/FamilyWell-BeingandMentalHealth/ProgramsForSpecificPopulations/CulturalOrganizations,Official website exists; later assess study-period content retrieval,Strong inclusion case,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-04,Asian Women United of Minnesota,eligible,include_primary_universe,1,verified,yes,yes_at_culturally_specific_level,nonprofit,yes,standalone_organization,"AWUM is a Minneapolis/Twin Cities nonprofit created to serve Asian Pacific Islander women and families; current mission is domestic-violence focused and multilingual, while Minnesota cultural-provider records also document immigration assistance",https://www.awum.org/mission,https://mn.gov/dhs/assets/cultural-providers-resource-list_tcm1053-413784.pdf,Website has news archive and Facebook link; later determine whether immigration-enforcement communication exists,"Include under culturally specific immigrant-origin community criterion, while noting immigration is not its sole mission",eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-05,India Association of Minnesota,eligible,include_primary_universe,1,verified,yes,yes_at_immigrant_origin_community_level,nonprofit,yes,standalone_organization,"IAM is a St. Paul-based 501(c)(3) representing Minnesota's Asian Indian community, with cultural, civic, outreach and government-relations functions; current 2026 site includes immigration-policy town-hall content",https://iamn.org/about/,https://iamn.org/,Strong dated news archive; promising for later communication audit,Eligible under identifiable immigrant-origin community criterion,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-06,Fil-Minnesotan Association,probably_eligible,include_primary_universe,1,provisional,yes,yes_at_immigrant_origin_community_level,nonprofit,probable,needs_current_activity_verification,"FMA is a longstanding Plymouth/Twin Cities Filipino American nonprofit focused on education, culture and youth leadership and remains represented in the Philippine Center of Minnesota governance network",https://www.mnhs.org/mnopedia/search/index/group/fil-minnesotan-association,https://www.philcentermn.org/meet-the-team,Need verify independent public communication activity during 2025-26,Retain provisionally pending current organizational and communication-status verification,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-07,Cultural Society of Filipino Americans,probably_eligible,include_primary_universe,1,provisional,probable,yes_at_immigrant_origin_community_level,community_cultural_org,probable,needs_current_activity_verification,"CSFA remains represented as an organizational member of the Philippine Center of Minnesota and serves the Filipino American cultural community, but current independent organizational/public-channel evidence still needs verification",https://www.philcentermn.org/meet-the-team,,Later verify independent website/social accounts and study-period activity,Retain provisionally,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-08,Chinese American Association of Minnesota,probably_eligible,include_primary_universe,1,provisional,probable,yes_at_immigrant_origin_community_level,community_cultural_org,unknown,needs_current_activity_verification,"Identified through the Council on Asian Pacific Minnesotans discovery process as a Minnesota Chinese community organization; current independent organizational status, Twin Cities base and public communication activity require confirmation",,,Website/social status must be verified,Retain in frame pending verification; do not exclude based on limited discovery evidence,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-09,The Urban Village,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_or_community_based_org,yes,standalone_organization,"The Urban Village is a St. Paul Karen and Karenni community space supporting culturally relevant youth/community programming, advocacy and solidarity; 2026 state materials identify its co-director as a founder of a Karen/Karenni rapid-response team during Operation Metro Surge/PARRIS",https://www.theurbanvillage.org/ourvillage,https://mn.gov/capm/community/heritagemonth/2026/2026.jsp,Official site exists; rapid-response activity makes later social/web audit especially important,Strong inclusion case,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-10,Korean Association of Minnesota,probably_eligible,include_primary_universe,1,provisional,probable,yes_at_immigrant_origin_community_level,community_cultural_org,unknown,needs_current_activity_verification,"Identified through the Council on Asian Pacific Minnesotans as a Korean community organization in Minnesota, but current Twin Cities base, independent organizational status and 2025-26 public communication need verification",,,Website/social presence must be verified,Retain provisionally,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-11,Association of Nepalis in Minnesota,eligible,include_primary_universe,1,verified,yes,yes_at_immigrant_origin_community_level,nonprofit,yes,standalone_organization,"ANMN was formed by Nepalis in the Twin Cities, is a 501(c)(3), and maintains an active 2025-26 community calendar, board records and annual reports supporting the Nepali community in Minnesota",https://anmn.org/about-us/,https://anmn.org/our-story/,Excellent organizational archive and current website; audit enforcement-related content later,Strong inclusion under immigrant-origin community criterion,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-12,Tibetan American Foundation of Minnesota,eligible,include_primary_universe,1,verified,yes,yes,nonprofit,yes,standalone_organization,"TAFM is a 501(c)(3) founded to support Tibetan immigrant resettlement in Minnesota, has a St. Paul site and social-service functions, and posted a 2026 immigration-assistance program",https://tafm.org/about-us/,https://tafm.org/,Strong current website/news archive; excellent candidate for study-period audit,Strong inclusion case,eligibility_screening_batch_12_D3_faith_ethnocultural_part1.csv
D3-13,Vietnamese Community of Minnesota,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_community_based_org,yes,standalone_organization,"VCM is a New Brighton/Twin Cities 501(c)(3) founded by first-wave Vietnamese refugees and now serves the Vietnamese community through social service, cultural, advocacy, outreach and community-development work",https://vietnam-minnesota.org/our-history/,https://vietnam-minnesota.org/,Current website has 2026 announcements and community programming; audit social channels and immigration/enforcement content,Strong inclusion case,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
D3-14,LatinoLEAD,eligible,include_primary_universe,1,verified,yes,yes_at_immigrant_origin_community_level,nonprofit_network,yes,standalone_network_unit,LatinoLEAD is a St. Paul nonprofit network of Latine leaders with civic and policy advocacy functions; its current materials acknowledge immigration hurdles affecting community stability and leadership,https://www.latinoleadmn.org/,https://www.givemn.org/organization/Latinolead,Current website/newsletter/social channels likely auditable,Include under immigrant-origin community/network criterion; immigration is one issue within a broader leadership mission,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
D3-15,Hispanic Advocacy and Community Empowerment through Research (HACER),eligible,include_primary_universe,1,verified,yes,yes_at_immigrant_origin_community_level,nonprofit_research_advocacy_org,yes,standalone_organization,"HACER is a Latino-led advocacy-driven research organization serving Latino Minnesotans through research, community action and policy work, with research interests including immigration and cultural integration",https://hacer-mn.org/,https://hacer-mn.org/mission-vision/,Active website and social media; later audit study-period immigration/enforcement communication,Eligible under immigrant-origin community and advocacy/research criterion,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
D3-16,Latino Economic Development Center (LEDC),eligible,include_primary_universe,1,verified,yes,yes_at_immigrant_origin_community_level,nonprofit_cdfi,yes,standalone_organization,LEDC is an active St. Paul/Minneapolis Latino-focused nonprofit CDFI whose mission is to create economic opportunities for Latinos and strengthen Latino communities,https://www.ledcmn.org/about/,https://www.ag.state.mn.us/Charity/Search/CHR_GeneralInfo.asp?FederalID=510467167&Yr=CURR&cmdSearch=View,Current news and event pages exist; audit whether enforcement-related communication occurred,Eligible under immigrant-origin/economic-development criterion,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
D3-17,Alliance of Chicanos Hispanics and Latin Americans (ACHLA),exclude,exclude,0,excluded,no,yes,nonprofit_community_based_org,yes,outside_geographic_scope,"ACHLA explicitly supports migrant and immigrant families, but its current site identifies its base and service area as Rochester and southeastern Minnesota rather than the Twin Cities",https://www.achla-mn.org/,https://www.achla-mn.org/about,Active website but outside geographic universe,Exclude under Twin Cities geographic criterion,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
D3-18,Asian Media Access,eligible,include_primary_universe,1,verified,yes,yes,nonprofit_media_community_org,yes,standalone_organization,Asian Media Access is a Minneapolis nonprofit with a St. Paul presence whose RICE and community programs serve immigrant/refugee communities; its 2026 'Calling America HOME' series explicitly centers immigrant and refugee experiences in Minnesota,https://ww1.amamedia.org/,https://ww1.amamedia.org/calling-america-home-series-culture-of-care/,Exceptionally relevant communication organization with web/social/media production; strong candidate for later content audit,Strong inclusion case,eligibility_screening_batch_13_D3_faith_ethnocultural_part2.csv
