news_item_id,date,outlet,outlet_type,author,headline,url,media_relation_type,paid_sponsored_flag,org_id,organization,organization_visibility,organization_quoted,spokesperson,source_function,news_topic,matched_org_item_id,match_confidence,frame_transformation,legal_info_carryover,service_info_carryover,action_info_carryover,collection_status,collection_notes,source_batch,story_key
NM037,2026-01-21,Minnesota Star Tribune,major_metro_newspaper,Susan Du,Minnesota refugees with legal status are being detained in sweeping operation,https://www.startribune.com/minnesota-refugees-with-legal-status-being-detained-in-sweeping-operation/601564044,earned_editorial,0,TC041,International Institute of Minnesota,direct_quote,1,Jane Graupman,refugee_service_expert,Operation PARRIS; refugee detention; vetting; wellness checks,CI0039,high,not_yet_coded,0,1,0,verified,"IIMN is quoted describing active wellness checks, family distress, and refugee vetting; story also documents the organization as a service intermediary for directly affected families.",news_media_uptake_batch_07_iimn_copal_unidos.csv,https://www.startribune.com/minnesota-refugees-with-legal-status-being-detained-in-sweeping-operation/601564044
NM038,2026-01-21,Minnesota Star Tribune,major_metro_newspaper,Susan Du,Minnesota refugees with legal status are being detained in sweeping operation,https://www.startribune.com/minnesota-refugees-with-legal-status-being-detained-in-sweeping-operation/601564044,earned_editorial,0,TC064,The Advocates for Human Rights,direct_quote,1,Lindsey Greising,legal_advocacy_source,Operation PARRIS; detention legality; emergency petitions,TC064-LI-003,high,not_yet_coded,1,0,0,verified,"Same article uses Advocates as the legal interpreter, contrasting with IIMN's service/refugee-family role; strong within-story role comparison.",news_media_uptake_batch_07_iimn_copal_unidos.csv,https://www.startribune.com/minnesota-refugees-with-legal-status-being-detained-in-sweeping-operation/601564044
NM039,2026-01-29,MPR News,public_radio_digital,Sarah Thamer,Trapped inside: A Minnesota refugee family’s life on hold amid ICE arrests,https://www.mprnews.org/story/2026/01/29/trapped-inside-a-minnesota-refugee-familys-life-on-hold-amid-ice-arrests,earned_editorial,0,TC041,International Institute of Minnesota,direct_quote,1,Jane Graupman,refugee_service_expert,refugee fear; Operation PARRIS; family isolation,CI0039,high,not_yet_coded,0,1,0,verified,MPR story documents a resettled family staying home from work and relying on food support; Graupman is quoted characterizing the operation's impact as terrifying. Strong affective-uptake case.,news_media_uptake_batch_07_iimn_copal_unidos.csv,https://www.mprnews.org/story/2026/01/29/trapped-inside-a-minnesota-refugee-familys-life-on-hold-amid-ice-arrests
NM040,2026-01-28,MPR News,public_radio_digital,Hannah Yang,"Immigration enforcement in rural Minnesota spreads fear, strains local leaders",https://www.mprnews.org/story/2026/01/28/ice-in-greater-minnesota-mankato-spreads-fear,earned_editorial,0,TC074,COPAL,primary_community_source,1,Lourdes Menjivar,community_intermediary,rural ICE enforcement; fear; food delivery; observer training,TC074-LI-001,medium,not_yet_coded,0,1,1,verified,"COPAL is central to the story: volunteers deliver food to families afraid to leave home, staff describe grief/fear, report 400+ daily calls, and announce observer trainings. Strong case linking affective mediation to mutual aid and coordination.",news_media_uptake_batch_07_iimn_copal_unidos.csv,https://www.mprnews.org/story/2026/01/28/ice-in-greater-minnesota-mankato-spreads-fear
NM041,2026-01-06,FOX 9,local_tv_digital,Mike Manzoni,"ICE agents shackled patient to bed at HCMC, advocacy group says",https://www.fox9.com/news/ice-agents-shackled-patient-bed-hcmc-advocacy-group-says.amp,earned_editorial,0,TC075,Unidos MN,primary_advocacy_source,1,,advocacy_source,ICE in hospital; patient safety; warrant policy,TC075-LI-001,high,not_yet_coded,1,1,1,verified,"FOX 9 coverage is built around Unidos MN's account and rally, carrying the organization's patient-safety, legal-warrant, and institutional-policy framing into local television news.",news_media_uptake_batch_07_iimn_copal_unidos.csv,https://www.fox9.com/news/ice-agents-shackled-patient-bed-hcmc-advocacy-group-says.amp
NM042,2026-01-06,Sahan Journal,nonprofit_local_digital,Katelyn Vue,"Advocates, health care workers demand change at HCMC after ICE guarded patient’s bedside",https://sahanjournal.com/immigration/hcmc-patient-arrested-immigration-agents-ice-unidos-mn/,earned_editorial,0,TC075,Unidos MN,primary_advocacy_source,1,,advocacy_source,ICE in hospital; patient safety; institutional protections,TC075-LI-001,high,not_yet_coded,1,1,1,verified,"Sahan centers Unidos MN's account, protest, and demand that hospitals adopt policies protecting immigrant patients; strong matched case for examining how advocacy framing moves into journalism.",news_media_uptake_batch_07_iimn_copal_unidos.csv,https://sahanjournal.com/immigration/hcmc-patient-arrested-immigration-agents-ice-unidos-mn
NM043,2026-01-07,CBS Minnesota / WCCO,local_tv_digital,Jason Rantala,"ICE entered Minneapolis hospital without warrant, handcuffed patient to bed, community organizers say",https://www.cbsnews.com/minnesota/news/hcmc-hennepin-healthcare-ice-patient-handcuffed/,earned_editorial,0,TC075,Unidos MN,primary_advocacy_source,1,,advocacy_source,ICE in hospital; patient safety; judicial warrant,TC075-LI-001,high,not_yet_coded,1,1,1,verified,"CBS/WCCO attributes the core allegations and policy concern to Unidos MN and includes Hennepin Healthcare's response, making this a strong case for preserved versus contested/mixed framing.",news_media_uptake_batch_07_iimn_copal_unidos.csv,https://www.cbsnews.com/minnesota/news/hcmc-hennepin-healthcare-ice-patient-handcuffed
NM044,2026-01-16,Minnesota Reformer,nonprofit_state_digital,,These are the arrests you’re not seeing,https://minnesotareformer.com/2026/01/16/these-are-the-arrests-youre-not-seeing/,earned_editorial,0,TC075,Unidos MN,direct_quote,1,Luis Argueta Jr.,community_intermediary,hidden arrests; fear; observer networks,,,not_yet_coded,0,1,1,verified,Unidos communications director is quoted describing residents stuck at home in fear; story situates the organization within community patrol/observation infrastructure.,news_media_uptake_batch_07_iimn_copal_unidos.csv,https://minnesotareformer.com/2026/01/16/these-are-the-arrests-youre-not-seeing
NM045,2026-01-21,Minnesota Reformer,nonprofit_state_digital,Madison McVan,"In the Twin Cities, ICE resistance goes mainstream",https://minnesotareformer.com/2026/01/21/in-the-twin-cities-ice-resistance-goes-mainstream/,earned_editorial,0,TC075,Unidos MN,primary_community_source,1,Emilia González Avalos,community_mobilization_source,observer training; nonviolent resistance; solidarity,,,not_yet_coded,0,0,1,verified,"Story reports Monarca/Unidos observer training and quotes Unidos leadership framing the movement around disciplined nonviolence, love, and shared futures. Strong mobilization/solidarity uptake case.",news_media_uptake_batch_07_iimn_copal_unidos.csv,https://minnesotareformer.com/2026/01/21/in-the-twin-cities-ice-resistance-goes-mainstream
NM046,2026-01-29,CBS Minnesota / WCCO,local_tv_digital,Ray Campos,Nonprofit puts together care kits for Minnesota families facing uncertainty,https://www.cbsnews.com/minnesota/news/nonprofit-care-kits-minnesota-families-facing-uncertainty/,earned_editorial,0,TC054,Alight,primary_story_subject,1,Jo Haugen,community_service_intermediary,care kits; food support; child fear; family uncertainty,TC054-LI-003,high,not_yet_coded,0,1,1,verified,"CBS centers Alight's emergency response for refugee and immigrant families afraid to leave home, including food, care kits, reassurance and volunteer support. Strong service/care intermediation case.",news_media_uptake_batch_08_alight_cvt.csv,https://www.cbsnews.com/minnesota/news/nonprofit-care-kits-minnesota-families-facing-uncertainty
NM047,2026-01-21,KARE 11,local_tv_digital,Raya Quttaineh,"Torture survivors with pending asylum cases arrested by ICE, St. Paul nonprofit says",https://www.cvt.org/news-coverage/torture-survivors-with-pending-asylum-cases-arrested-by-ice-st-paul-nonprofit-says/,earned_editorial,0,TC073,Center for Victims of Torture,primary_story_subject,1,Sara Nelson,affected_community_intermediary,asylum seekers; detention; trauma; fear,TC073-WEB-005,high,not_yet_coded,1,1,0,verified,CVT's first-party news archive preserves the KARE 11 report and identifies Jan. 21 publication. Nelson recounts client detention while lawfully in the asylum process and the client's unsuccessful attempt to explain status to agents.,news_media_uptake_batch_08_alight_cvt.csv,https://www.cvt.org/news-coverage/torture-survivors-with-pending-asylum-cases-arrested-by-ice-st-paul-nonprofit-says
NM048,2026-01-25,Pioneer Press,major_metro_newspaper,Frederick Melo,"For some refugees, immigration actions in Twin Cities are familiar",https://www.cvt.org/news-coverage/for-some-refugees-immigration-actions-in-twin-cities-are-familiar-pioneer-press/,earned_editorial,0,TC073,Center for Victims of Torture,direct_quote,1,Alison Beckman,affected_community_intermediary,refugee trauma; militarized enforcement; fear,TC073-WEB-005,medium,not_yet_coded,0,1,0,verified,CVT archive verifies Pioneer Press article/date and summarizes Beckman's framing that clients recognize the enforcement environment as resembling what they fled.,news_media_uptake_batch_08_alight_cvt.csv,https://www.cvt.org/news-coverage/for-some-refugees-immigration-actions-in-twin-cities-are-familiar-pioneer-press
NM049,2026-01-31,Minnesota Star Tribune,major_metro_newspaper,Reid Forgrave; Susan Du; Christopher Magan,‘No humanity’: Detainees describe conditions inside Whipple Federal Building,https://www.startribune.com/no-humanity-detainees-describe-conditions-inside-whipple-federal-building/601566788,earned_editorial,0,TC073,Center for Victims of Torture,direct_quote,1,Sara Nelson,affected_community_intermediary,Whipple detention conditions; transfers; communication isolation,TC073-WEB-005,medium,not_yet_coded,1,1,0,verified,Star Tribune quotes CVT on clients transferred out of Minnesota and cut off from communication; useful example of trauma/service framing embedded in broader detention reporting.,news_media_uptake_batch_08_alight_cvt.csv,https://www.startribune.com/no-humanity-detainees-describe-conditions-inside-whipple-federal-building/601566788
NM052,2026-02-05,Minnesota Star Tribune,major_metro_newspaper,James Walsh; JP Lawrence,Minnesota refugees and immigrants are hiding in ‘a prison of fear’,https://www.startribune.com/minnesota-refugees-and-immigrants-are-hiding-in-a-prison-of-fear/601571791,earned_editorial,0,TC073,Center for Victims of Torture,direct_quote,1,Scott Roehm,affected_community_intermediary,fear; hiding at home; immigrant/refugee trauma,TC073-LI-003,medium,not_yet_coded,0,1,0,verified,CVT archive verifies coverage and Roehm's characterization of a broad climate of terror; strong example of affective framing carried into mainstream local journalism.,news_media_uptake_batch_08_alight_cvt.csv,https://www.startribune.com/minnesota-refugees-and-immigrants-are-hiding-in-a-prison-of-fear/601571791
NM053,2025-11-07,MPR News,public_radio_digital,Clay Masters,"Minnesota nonprofit pivots to life-saving support to refugees amid cuts, uncertainty",https://www.wearealight.org/press/minnesota-nonprofit-pivots-to-life-saving-support-to-refugees-amid-cuts-uncertainty,earned_editorial,0,TC054,Alight,primary_expert_source,1,Jocelyn Wyatt,humanitarian_service_source,foreign-aid cuts; refugee resettlement; organizational uncertainty,,,not_yet_coded,0,1,0,verified,Alight's first-party press archive identifies MPR News as the source and Nov. 7 publication. Useful pre-escalation baseline showing organizational vulnerability/funding uncertainty before the enforcement peak.,news_media_uptake_batch_09_precrisis_baseline.csv,https://www.wearealight.org/press/minnesota-nonprofit-pivots-to-life-saving-support-to-refugees-amid-cuts-uncertainty
NM054,2025-11-20,Minnesota Star Tribune,major_metro_newspaper,John Rash,"This Give to the Max Day, support groups that are a ‘shaft of sunlight’",https://www.wearealight.org/press/rash-this-give-to-the-max-day-support-groups-that-are-a-shaft-of-sunlight,earned_editorial,0,TC054,Alight,primary_nonprofit_source,1,Jocelyn Wyatt,humanitarian_service_source,Give to the Max; foreign-aid cuts; fundraising,TC054-LI-001,medium,not_yet_coded,0,1,1,verified,Star Tribune column highlights Alight as a Give to the Max recipient and quotes its CEO on funding cuts and humanitarian work; useful baseline for gratitude/hope/fundraising before enforcement escalation.,news_media_uptake_batch_09_precrisis_baseline.csv,https://www.wearealight.org/press/rash-this-give-to-the-max-day-support-groups-that-are-a-shaft-of-sunlight
NM055,2025-11-20,Minnesota Star Tribune,major_metro_newspaper,John Rash,"This Give to the Max Day, support groups that are a ‘shaft of sunlight’",https://www.wearealight.org/press/rash-this-give-to-the-max-day-support-groups-that-are-a-shaft-of-sunlight,earned_editorial,0,TC073,Center for Victims of Torture,primary_nonprofit_source,1,Simon Adams,humanitarian_service_source,Give to the Max; foreign-aid cuts; torture-survivor services; fundraising,TC073-WEB-001,low,not_yet_coded,0,1,1,verified,Same Star Tribune column also foregrounds CVT and quotes leadership on program cuts and the human consequences of reduced funding. Retained as a separate organization-story relation for role and baseline comparisons.,news_media_uptake_batch_09_precrisis_baseline.csv,https://www.wearealight.org/press/rash-this-give-to-the-max-day-support-groups-that-are-a-shaft-of-sunlight
NM056,2026-01-30,Community Reporter,community_local_news,Damian Goebel,St. Paul Community Groups Step Up as Immigration Enforcement Surge Disrupts Daily Life,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life/,earned_editorial,0,TC045,Neighborhood House,primary_story_subject,0,,community_service_intermediary,food delivery; fear; emergency support; neighborhood mutual aid,,medium,not_yet_coded,0,1,1,verified,Neighborhood House is presented as a central crisis-response hub delivering food/basic necessities to families afraid to leave home; story also directs readers to donate and volunteer.,news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life
NM057,2026-01-23,Minnesota Spokesman-Recorder,community_newspaper,Jasmine McBride,Fear exacts a toll on public life,https://spokesman-recorder.com/2026/01/23/ice-activity-impacts-local-businesses/,earned_editorial,0,TC058,Mid-Minnesota Legal Aid,direct_quote,1,Milo Mumgaard,legal_service_intermediary,fear; economic withdrawal; legal-service demand,,medium,not_yet_coded,1,1,0,verified,MMLA executive director interprets how enforcement fear reduces public participation while increasing demand for legal help; strong affect-to-behavior mechanism.,news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://spokesman-recorder.com/2026/01/23/ice-activity-impacts-local-businesses
NM058,2026-01-25,Minnesota Star Tribune,major_metro_newspaper,Susan Du,"Fearing ICE, parents make plans for their children’s care",https://www.startribune.com/deportation-threat-forcing-some-parents-to-sign-over-parental-responsibility-for-their-children/601554201,earned_editorial,0,TC058,Mid-Minnesota Legal Aid,direct_quote,1,Pheng Thao,legal_guidance_source,parental delegation; detention fear; child care planning,,medium,not_yet_coded,1,1,1,verified,MMLA lawyer explains Delegation of Parental Authority and interprets parental fear and planning; clear example of affect converted into legal preparedness.,news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://www.startribune.com/deportation-threat-forcing-some-parents-to-sign-over-parental-responsibility-for-their-children/601554201
NM059,2026-01-30,The Imprint,nonprofit_specialty_news,Hana Ikramuddin,"Make Plans for Your Kids, Minnesota Advocates Urge Immigrant Parents in ICE Crosshairs",https://imprintnews.org/top-stories/make-plans-for-your-kids-minnesota-advocates-urge-immigrant-parents-in-ice-crosshairs/270656,earned_editorial,0,TC058,Mid-Minnesota Legal Aid,direct_quote,1,Pheng Thao,legal_guidance_source,parental delegation; detention; child welfare,,medium,not_yet_coded,1,1,1,verified,"National nonprofit news outlet with Minnesota-based reporting again uses MMLA guidance on contingency planning for children if parents are detained. Retained because it reflects journalistic uptake during the study window, though outlet is not local-only.",news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://imprintnews.org/top-stories/make-plans-for-your-kids-minnesota-advocates-urge-immigrant-parents-in-ice-crosshairs/270656
NM060,2026-03-10,Minnesota Star Tribune,major_metro_newspaper,Emma Nelson; JP Lawrence,"After detainments and deportations, the lives left behind in Minnesota",https://www.startribune.com/immigration-ice-operation-metro-surge-stuff-left-behind-detained-deported-rent-bills-cars-family/601583316,earned_editorial,0,TC058,Mid-Minnesota Legal Aid,direct_quote,1,Camila Pacheco-Fores,legal_service_intermediary,post-detention disruption; household chaos; lost income; legal costs,,medium,not_yet_coded,1,1,0,verified,"MMLA attorney explains the cascading household consequences of detention and deportation, including trauma, income loss and legal expenses.",news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://www.startribune.com/immigration-ice-operation-metro-surge-stuff-left-behind-detained-deported-rent-bills-cars-family/601583316
NM061,2026-03-10,Minnesota Star Tribune,major_metro_newspaper,Emma Nelson; JP Lawrence,"After detainments and deportations, the lives left behind in Minnesota",https://www.startribune.com/immigration-ice-operation-metro-surge-stuff-left-behind-detained-deported-rent-bills-cars-family/601583316,earned_editorial,0,TC065,Volunteer Lawyers Network,resource_citation,0,,legal_resource_source,housing after detention/deportation; tenant rights; property and debt,,medium,not_yet_coded,1,1,1,verified,"Story cites VLN's deportation-preparedness manual for tenant rights and property consequences, showing resource uptake without direct quotation.",news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://www.startribune.com/immigration-ice-operation-metro-surge-stuff-left-behind-detained-deported-rent-bills-cars-family/601583316
NM062,2026-01-30,Community Reporter,community_local_news,Damian Goebel,St. Paul Community Groups Step Up as Immigration Enforcement Surge Disrupts Daily Life,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life/,earned_editorial,0,D2-02,MN8 / Release MN8,resource_directory_mention,0,,specialized_support_source,Southeast Asian community support; immigration enforcement response,,low,not_yet_coded,0,1,1,verified,"Community Reporter lists MN8 as a specialized support resource for Southeast Asian communities. Classified as resource-directory uptake, not substantive quotation.",news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life
NM063,2026-01-30,Community Reporter,community_local_news,Damian Goebel,St. Paul Community Groups Step Up as Immigration Enforcement Surge Disrupts Daily Life,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life/,earned_editorial,0,D2-10,Immigrant Defense Network,resource_directory_mention,0,,coordination_network_source,rapid response; statewide coordination,,low,not_yet_coded,0,1,1,verified,Story identifies Immigrant Defense Network as coordinating more than 90 organizations statewide. Directory/coordination uptake only; not a direct quote.,news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life
NM064,2026-01-30,Community Reporter,community_local_news,Damian Goebel,St. Paul Community Groups Step Up as Immigration Enforcement Surge Disrupts Daily Life,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life/,earned_editorial,0,TC065,Volunteer Lawyers Network,resource_directory_mention,0,,legal_resource_source,free/low-cost legal help; immigration preparedness,,low,not_yet_coded,1,1,1,verified,"Story directs readers to VLN as an immigration legal-assistance resource. Resource-directory uptake, not substantive quotation.",news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://communityreporter.org/st-paul-community-groups-step-up-as-immigration-enforcement-surge-disrupts-daily-life
NM065,2026-01-08,CBS Minnesota / WCCO,local_tv_digital,Chloe Rosen,"ICE agent shoots, kills U.S. citizen Renee Good in south Minneapolis",https://www.cbsnews.com/minnesota/live-updates/minneapolis-ice-agent-shooting-protesters-clash-fbi-investigation/,earned_editorial,0,TC058,Mid-Minnesota Legal Aid,resource_directory_mention,0,,legal_resource_source,post-shooting legal resources; know-your-rights,,low,not_yet_coded,1,1,1,verified,CBS live coverage directs residents to Mid-Minnesota Legal Aid community clinics as a legal resource following the shooting. Classified separately from quoted-source uptake.,news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://www.cbsnews.com/minnesota/live-updates/minneapolis-ice-agent-shooting-protesters-clash-fbi-investigation
NM066,2026-01-08,CBS Minnesota / WCCO,local_tv_digital,Chloe Rosen,"ICE agent shoots, kills U.S. citizen Renee Good in south Minneapolis",https://www.cbsnews.com/minnesota/live-updates/minneapolis-ice-agent-shooting-protesters-clash-fbi-investigation/,earned_editorial,0,TC065,Volunteer Lawyers Network,resource_directory_mention,0,,legal_resource_source,post-shooting legal resources; know-your-rights,,low,not_yet_coded,1,1,1,verified,"CBS live coverage lists Volunteer Lawyers Network clinics among resident resources. Resource-directory uptake, not direct quotation.",news_media_uptake_batch_10_neighborhoodhouse_mmla_resources.csv,https://www.cbsnews.com/minnesota/live-updates/minneapolis-ice-agent-shooting-protesters-clash-fbi-investigation
NM067,2026-01-05,Sahan Journal,nonprofit_local_digital,Katelyn Vue,Immigration advocates see flurry of activity amid report feds are sending more agents to Minnesota,https://sahanjournal.com/immigration/immigration-enforcement-ramping-up-minneapolis-twin-cities-fraud/,earned_editorial,0,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),primary_advocacy_source,1,,community_mobilization_source,enforcement surge; Lake Street; community alarm,,medium,not_yet_coded,0,0,1,verified,Sahan foregrounds MIRAC's interpretation that parts of Minneapolis were under siege and uses the group as a key organizer/advocacy source during escalation.,news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://sahanjournal.com/immigration/immigration-enforcement-ramping-up-minneapolis-twin-cities-fraud
NM068,2026-01-07,Sahan Journal,nonprofit_local_digital,,Thousands attend vigil for woman slain by ICE agent in Minneapolis,https://sahanjournal.com/immigration/minneapolis-vigil-woman-slain-ice-agent/,earned_editorial,0,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),primary_event_organizer,0,,community_mobilization_source,Renee Good vigil; grief; accountability; observer training,,high,not_yet_coded,0,0,1,verified,MIRAC organized the vigil and speakers urged residents to honor Good and train for future encounters with immigration agents. Strong grief-to-mobilization case.,news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://sahanjournal.com/immigration/minneapolis-vigil-woman-slain-ice-agent
NM069,2026-01-10,Sahan Journal,nonprofit_local_digital,Alberto Villafan,A week in photos: Renee Good's killing sparks grief and pushback in Minneapolis,https://sahanjournal.com/public-safety/week-in-photos-renee-good/,earned_editorial,0,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),primary_event_organizer,0,,community_mobilization_source,ICE Out march; grief; protest; collective resistance,,high,not_yet_coded,0,0,1,verified,Photo essay documents MIRAC-organized vigil and mass march; useful for affective circulation and collective-action visibility.,news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://sahanjournal.com/public-safety/week-in-photos-renee-good
NM070,2026-01-22,Sahan Journal,nonprofit_local_digital,,"Nekima Levy Armstrong, Chauntyll Allen arrested for church protest",https://sahanjournal.com/immigration/nekima-levy-armstrong-chauntyll-allen-arrested-cities-church-protest/,earned_editorial,0,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),direct_quote,1,Alvin Sheng,advocacy_source,church protest arrests; religious freedom; accountability,,medium,not_yet_coded,0,0,1,verified,MIRAC speaker interprets ICE activity as a threat to religious freedom and links protest arrests to broader enforcement harms.,news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://sahanjournal.com/immigration/nekima-levy-armstrong-chauntyll-allen-arrested-cities-church-protest
NM071,2026-03-27,MPR News,public_radio_digital,Jon Collins,"Ahead of 'No Kings' rally, advocates say ICE enforcement persists",https://www.mprnews.org/story/2026/03/27/no-kings-rally-spotlights-ongoing-ice-enforcement-in-minnesota,earned_editorial,0,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),direct_quote,1,Mira Altobell-Resendez,community_mobilization_source,continuing targeted enforcement; post-surge visibility,,medium,not_yet_coded,0,0,1,verified,"MIRAC organizer interprets enforcement as less visible but ongoing, extending organizational framing into the normalization/decline phase.",news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://www.mprnews.org/story/2026/03/27/no-kings-rally-spotlights-ongoing-ice-enforcement-in-minnesota
NM072,2026-01-08,TC Jewfolk,community_ethnic_news,Molly Rosenblatt,Jewish Clergy Part of Interfaith Call For ICE To Leave Minneapolis,https://tcjewfolk.com/2026/01/08/rabbis-part-of-interfaith-clergy-call-for-ice-to-leave-minneapolis/,earned_editorial,0,TC078,Jewish Community Action,direct_statement_republication,1,,faith_advocacy_source,Renee Good killing; historical memory; immigrant solidarity; action,,medium,not_yet_coded,0,0,1,verified,TC Jewfolk reproduces a substantial JCA statement linking Jewish historical memory to immediate action and immigrant solidarity.,news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://tcjewfolk.com/2026/01/08/rabbis-part-of-interfaith-clergy-call-for-ice-to-leave-minneapolis
NM073,2026-01-20,TC Jewfolk,community_ethnic_news,Lonny Goldsmith,Local and National Jewish Clergy Taking Part In ICE Out Of Minnesota Event,https://tcjewfolk.com/2026/01/20/local-and-national-jewish-clergy-taking-part-in-ice-out-of-minnesota-event/,earned_editorial,0,TC078,Jewish Community Action,direct_quote,1,Geri Katz,faith_advocacy_source,ICE Out strike; clergy mobilization; preparedness; solidarity,,high,not_yet_coded,0,0,1,verified,"JCA organizing director explains historical memory, coalition work, preparedness and mobilization; strong faith-based affective intermediation case.",news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://tcjewfolk.com/2026/01/20/local-and-national-jewish-clergy-taking-part-in-ice-out-of-minnesota-event
NM074,2026-01-24,TC Jewfolk,community_ethnic_news,Molly Rosenblatt,Jewish Leaders March In Dangerous Cold To Protest ICE In Downtown Minneapolis,https://tcjewfolk.com/2026/01/24/jewish-leaders-march-in-dangerous-cold-to-protest-ice-in-downtown-minneapolis/,earned_editorial,0,TC078,Jewish Community Action,participating_organization,0,,faith_mobilization_source,ICE Out march; solidarity; protest,,medium,not_yet_coded,0,0,1,verified,Coverage identifies JCA among the locally based Jewish organizations participating in the Jan. 23 action.,news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://tcjewfolk.com/2026/01/24/jewish-leaders-march-in-dangerous-cold-to-protest-ice-in-downtown-minneapolis
NM075,2026-01-22,TC Jewfolk,community_ethnic_news,,Resources To Help Community Members Affected By ICE,https://tcjewfolk.com/2026/01/22/resources-to-help-community-members-affected-by-ice/,earned_editorial,0,TC078,Jewish Community Action,resource_directory_mention,0,,mutual_aid_coordination_source,mutual aid; rapid response; observing; direct action,,medium,not_yet_coded,0,1,1,verified,TC Jewfolk directs readers to JCA's Action Havurah and MARCH mutual-aid infrastructure; resource-directory uptake rather than direct quotation.,news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://tcjewfolk.com/2026/01/22/resources-to-help-community-members-affected-by-ice
NM076,2026-01-19,TC Jewfolk,community_ethnic_news,,Communal Message on Current Situation,https://tcjewfolk.com/2026/01/19/communal-message-on-current-situation/,earned_editorial,0,TC078,Jewish Community Action,co_signatory_visibility,0,,faith_community_source,fear; caregiver disruption; immigrant solidarity,,low,not_yet_coded,0,1,1,verified,"JCA is one of the signatories to a communal Jewish statement describing fear, unmet care needs and commitments to support affected neighbors.",news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://tcjewfolk.com/2026/01/19/communal-message-on-current-situation
NM077,2026-01-10,Sahan Journal,nonprofit_local_digital,Alberto Villafan,A week in photos: Renee Good's killing sparks grief and pushback in Minneapolis,https://sahanjournal.com/public-safety/week-in-photos-renee-good/,earned_editorial,0,D2-05,CAIR-Minnesota,visible_rally_source,1,Jaylani Hussein,advocacy_source,ICE Out rally; community grief; protest,,medium,not_yet_coded,0,0,1,verified,"Sahan photo essay shows CAIR-MN leadership speaking at the Jan. 10 rally, documenting Muslim-community advocacy within the broader mobilization.",news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://sahanjournal.com/public-safety/week-in-photos-renee-good
NM078,2026-01-20,TC Jewfolk,community_ethnic_news,Lonny Goldsmith,Local and National Jewish Clergy Taking Part In ICE Out Of Minnesota Event,https://tcjewfolk.com/2026/01/20/local-and-national-jewish-clergy-taking-part-in-ice-out-of-minnesota-event/,earned_editorial,0,TC077,ISAIAH,direct_quote,1,JaNae Bates Imari,faith_advocacy_source,ICE Out strike; interfaith coalition; solidarity,,high,not_yet_coded,0,0,1,verified,ISAIAH co-executive director explains the broad coalition and organic mobilization behind the Jan. 23 action; strong coalition/interfaith uptake case.,news_media_uptake_batch_11_mirac_jca_cair_isaiah.csv,https://tcjewfolk.com/2026/01/20/local-and-national-jewish-clergy-taking-part-in-ice-out-of-minnesota-event
